onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.008	METAL	targ_hard	880	1	target	target
58.1	3.006	GOLF	lure_hard	1017	1	target	target
90	3.006	BOAT	targ_easy	867	1	non-target	non-target
122	3.001	GLASS	targ_hard	732	1	target	target
154	3.006	FERRY	lure_hard	868	1	target	target
186.1	3	PAGE	targ_hard	971	1	non-target	non-target
218	3.005	TRUCK	targ_hard	988	1	target	target
250	3.004	BLIZZARD	targ_easy	965	1	target	target
282	3.009	FOSSIL	targ_easy	838	1	target	target
314	3.008	BELL	targ_easy	918	1	non-target	non-target
346.1	3.007	RADIO	lure_hard	997	1	non-target	non-target
378	3.001	FLEET	targ_hard	895	1	non-target	non-target
410	3.007	LAUNDRY	targ_easy	775	1	target	target
442	3.007	PAINT	lure_hard	1040	1	non-target	non-target
474	3.001	RAVINE	targ_hard	1024	1	non-target	non-target
506	3.007	MAZE	targ_hard	857	1	target	target
538	3.003	LUMBER	targ_hard	937	1	non-target	non-target
570	3.003	PIN	lure_hard	825	1	target	target
602	3.003	CANOE	targ_easy	914	1	target	target
634	3.005	HOOK	targ_easy	834	1	target	target
666	3.01	DISTRICT	targ_hard	787	1	target	target
698	3.007	PUMP	targ_easy	1059	1	target	target
730	3.004	FIDDLE	targ_easy	1131	1	target	target
762	3.006	STICK	targ_easy	836	1	non-target	non-target
794	3.006	SHIRT	targ_hard	996	1	non-target	non-target
