onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.514	FLEET	hard	1202	1	midL	midL
35.6	2.516	BELL	easy	1155	1	farR	farR
57.6	2.516	WHEEL	omit	1171	1	midR	midR
79.6	2.512	TEXTILE	omit	2255	1	farR	farR
101.6	2.518	DISTRICT	hard	1153	1	farR	farR
123.6	2.511	STICK	easy	1367	1	midR	midR
145.6	2.515	METAL	hard	1201	1	farR	farR
167.6	2.512	STEEL	omit	1017	1	farL	farL
189.6	2.513	BLIZZARD	easy	1465	1	midR	midR
211.6	2.518	ROOT	omit	997	1	farL	farL
233.6	2.513	MAZE	hard	1515	1	farR	farR
255.6	2.516	FOSSIL	easy	885	1	midR	midR
277.6	2.516	EASEL	omit	925	1	midR	midR
299.5	2.512	LAUNDRY	easy	2586045	0	midL	midR
321.5	2.519	LUMBER	hard	1479	1	midL	midL
343.5	2.516	BOAT	easy	1039	1	midR	midR
365.5	2.516	TRUCK	hard	1040	1	farL	farL
387.5	2.511	PYRAMID	omit	1179	1	midR	midR
409.5	2.514	RAVINE	hard	1155	1	midR	midR
431.6	2.514	FIDDLE	easy	1267	1	midL	midL
453.5	2.516	PATCH	omit	n/a	0	n/a	farL
475.5	2.511	HOOK	easy	852	1	midL	midL
497.5	2.515	SACK	omit	1573	1	midL	midL
519.6	2.511	SHIRT	hard	1020	1	midR	midR
541.5	2.517	CANOE	easy	1719	1	midL	midL
563.5	2.515	ARMOR	omit	854	1	midR	midR
585.5	2.516	GLASS	hard	1923	1	midR	midR
607.5	2.516	PAGE	hard	1272	1	farR	farR
629.5	2.513	CHAIN	omit	1000	1	farL	farL
651.5	2.513	PUMP	easy	1114	1	farR	farR
