onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.516	MALLET	hard	1024	1	midL	midL
35.6	2.513	BUCKLE	easy	2703882	0	farL	midR
57.6	2.511	DISTRICT	omit	1434	1	midL	midL
79.6	2.516	BANNER	hard	2018	1	farL	farL
101.6	2.516	THREAD	easy	1587	1	farL	farL
123.6	2.517	GIFT	omit	783	1	midL	midL
145.6	2.512	TEAR	hard	2666653	0	farR	midL
167.6	2.516	PHOTO	easy	1144	1	midL	midL
189.6	2.515	SPONGE	omit	1112	0	midL	midR
211.6	2.514	CRAYON	omit	2221	1	midR	midR
233.6	2.512	COAT	hard	845	1	midR	midR
255.6	2.516	EASEL	easy	1097	1	midL	midL
277.6	2.512	MAST	hard	1558	1	midL	midL
299.6	2.516	CLOSET	easy	1870	0	farR	midR
321.6	2.512	CRANE	omit	1398	1	midL	midL
343.6	2.512	CURTAIN	omit	1854	1	midL	midL
365.6	2.512	BASKET	easy	1702	1	farL	farL
387.6	2.515	CITY	hard	1039	1	farL	farL
409.6	2.512	MATCH	omit	n/a	0	n/a	farL
431.5	2.513	MOON	hard	1521	1	midR	midR
453.6	2.511	BADGE	easy	2247	1	farL	farL
475.6	2.511	FLEET	omit	1855	1	midR	midR
497.5	2.518	JOURNAL	easy	1940	1	farR	farR
519.5	2.513	RUST	hard	n/a	0	n/a	midR
541.6	2.512	CARD	easy	2536238	1	midR	midR
563.5	2.516	PUMP	hard	782	1	midR	midR
585.5	2.512	RATTLE	omit	1922	1	farR	farR
607.5	2.512	PADDLE	easy	1627	1	midR	midR
629.5	2.512	BRUSH	omit	1587	0	midR	midL
651.5	2.513	CAPITOL	hard	1772	1	midR	midR
