onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.514	SAWDUST	easy	909	1	midR	midR
35.6	2.516	RAMP	omit	1720	1	farR	farR
57.6	2.511	MAGNET	hard	2337	1	farR	farR
79.6	2.516	METAL	easy	1895	1	midR	midR
101.6	2.516	TAPE	hard	2039	1	farL	farL
123.6	2.516	MARKET	omit	1263	1	farL	farL
145.6	2.515	CONTRACT	easy	2375	0	farL	midL
167.5	2.516	REGISTER	omit	2200	1	midL	midL
189.6	2.514	STAR	hard	1645	1	midL	midL
211.5	2.512	BUCKET	hard	1638	1	farR	farR
233.5	2.516	SKETCH	omit	1993	1	midL	midL
255.5	2.516	PURSE	easy	2591738	0	farL	midL
277.6	2.511	FERRY	hard	1301	1	midL	midL
299.5	2.511	TART	omit	1366	1	farL	farL
321.5	2.519	GRAVEL	easy	1762	1	farR	farR
343.6	2.527	WHEEL	hard	1061	1	midR	midR
365.5	2.512	RACKET	easy	1399	1	midR	midR
387.5	2.518	CONE	omit	1859	0	midR	farR
409.5	2.52	TEAR	hard	1820	0	midL	farR
431.5	2.516	ESSAY	easy	1816	1	farL	farL
453.5	2.518	GLOBE	omit	2086	1	farR	farR
475.5	2.518	DIAL	hard	2021	1	midL	midL
497.5	2.515	FLAG	omit	1048	1	midR	midR
519.5	2.511	RAINBOW	easy	2305	1	farL	farL
541.5	2.516	SAND	easy	2157	1	farL	farL
563.5	2.516	ATOM	omit	1862	1	midL	midL
585.5	2.516	ASHES	hard	2302	1	farR	farR
607.5	2.516	FOSSIL	easy	1566	1	farL	farL
629.5	2.516	STAKE	hard	1678	1	midR	midR
651.5	2.514	PUDDLE	omit	2261	0	midR	farR
