onset	duration	stim	cond	rt	acc	resp	cresp
26.2	3.007	ELBOW	targ_hard	2327	0	target	non-target
58	3.001	SAIL	lure_easy	1461	1	target	target
90	3.002	CYCLONE	targ_easy	1814	0	non-target	target
122.1	3.001	BRASS	lure_hard	1350	1	non-target	non-target
154	3.008	GATEWAY	lure_easy	1335	1	target	target
186	3.007	MAST	targ_easy	1272	1	target	target
218	3.006	ROOT	targ_hard	1752	1	target	target
250	3.009	SCREEN	lure_hard	1296	1	target	target
282	3.004	CARBON	targ_easy	1432	1	non-target	non-target
314	3.001	CRAYON	targ_hard	1488	1	target	target
346	3	DEPOT	lure_easy	1202	1	non-target	non-target
378	3.004	RIDGE	lure_hard	1273	1	target	target
410	3.01	HIGHWAY	targ_easy	1379	1	non-target	non-target
442	3.003	LEVER	targ_hard	1835	0	target	non-target
474	3.007	BASIN	lure_easy	988	1	target	target
506	3.004	CANDLE	lure_hard	1283	1	target	target
538	3.004	CENT	targ_easy	1796	1	non-target	non-target
570	3.008	RULER	lure_easy	1661	1	non-target	non-target
602	3.006	NOTE	targ_hard	1149	1	non-target	non-target
634	3.007	MUZZLE	lure_hard	1406	1	target	target
666	3.008	FOIL	lure_hard	1214	1	non-target	non-target
698	3.001	CHALK	targ_easy	991	1	non-target	non-target
730	3.001	BUBBLE	targ_hard	1318	1	non-target	non-target
762	3.008	STEEL	lure_easy	1231	1	non-target	non-target
794	3.003	SHIRT	lure_easy	912	1	non-target	non-target
826	3.001	OUTLET	targ_easy	832	1	non-target	non-target
858	3.002	RELIC	lure_hard	1489	1	target	target
890	3.009	GOLF	targ_hard	953	1	target	target
922	3.001	SOCKET	lure_easy	1482	0	non-target	target
954	3.001	NOZZLE	targ_hard	2098	0	target	non-target
986	3.003	SACK	targ_easy	1308	1	target	target
1018	3.004	BRACELET	lure_hard	1107	1	non-target	non-target
