onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.514	TEAR	hard	1946	0	midR	farR
35.6	2.518	REGISTER	omit	1604	1	farL	farL
57.6	2.514	SAWDUST	easy	1907	1	farR	farR
79.6	2.517	ATOM	omit	1618	1	midL	midL
101.6	2.513	RACKET	easy	1538	1	farL	farL
123.6	2.511	BUCKET	hard	1089	1	midR	midR
145.6	2.515	GLOBE	omit	1178	1	midR	midR
167.6	2.513	METAL	easy	n/a	0	n/a	farL
189.6	2.513	TAPE	hard	1947	1	midL	midL
211.6	2.516	RAMP	omit	1175	1	farR	farR
233.6	2.516	ESSAY	easy	1895	1	farR	farR
255.6	2.514	FERRY	hard	1683	1	farL	farL
277.6	2.511	RAINBOW	easy	1290	1	midR	midR
299.5	2.516	CONE	omit	1480	1	farR	farR
321.5	2.516	STAKE	hard	1392	1	midR	midR
343.6	2.515	FOSSIL	easy	1575	1	midL	midL
365.6	2.518	DIAL	hard	2142	1	farR	farR
387.6	2.512	MARKET	omit	1549	1	midR	midR
409.5	2.516	FLAG	omit	913	1	farR	farR
431.5	2.519	STAR	hard	1768	1	midR	midR
453.5	2.515	GRAVEL	easy	2305	1	midL	midL
475.5	2.515	WHEEL	hard	1786	1	farL	farL
497.5	2.515	TART	omit	1507	1	midL	midL
519.5	2.513	CONTRACT	easy	1623	1	farR	farR
541.5	2.517	ASHES	hard	2216	0	farR	midL
563.5	2.516	SAND	easy	1348	1	farR	farR
585.5	2.515	SKETCH	omit	2130	1	farL	farL
607.5	2.515	PUDDLE	omit	2130	0	farR	midR
629.5	2.511	PURSE	easy	1552	1	farR	farR
651.5	2.516	MAGNET	hard	2029	1	farL	farL
