onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.002	ESSAY	targ_easy	992	1	non-target	non-target
58.1	3.004	POWDER	lure_hard	1674	1	target	target
90.1	3.007	DIAL	targ_hard	714	1	target	target
122	3.001	RAINBOW	targ_easy	740	1	target	target
154.1	3.009	STAR	targ_hard	1235	1	target	target
186.1	3.009	IRON	lure_hard	1155	1	target	target
218	3.01	METAL	targ_easy	1620	1	non-target	non-target
250.1	3.009	ASHES	targ_hard	1123	1	non-target	non-target
282.1	3.01	STAKE	targ_hard	1508	1	non-target	non-target
314	3.009	SAND	targ_easy	902	1	target	target
346.1	3.002	LAKE	lure_hard	1493	1	non-target	non-target
378	3.003	PURSE	targ_easy	1078	1	target	target
410.1	3.001	TAPE	targ_hard	1014	1	non-target	non-target
442	3.006	FOAM	lure_hard	823	1	target	target
474	3.01	GRAVEL	targ_easy	1136	1	non-target	non-target
506	3.008	FERRY	targ_hard	1560	1	target	target
538	3.008	MAGNET	targ_hard	777	1	target	target
570	3	CONTRACT	targ_easy	841	1	target	target
602	3.009	FOSSIL	targ_easy	961	1	non-target	non-target
634	3.01	BUCKET	targ_hard	1202	1	non-target	non-target
666	3.009	TEAR	targ_hard	932	1	non-target	non-target
698	3.002	SAWDUST	targ_easy	1012	1	non-target	non-target
730	3.007	COURT	lure_hard	1692	1	target	target
762	3.005	RACKET	targ_easy	997	1	target	target
794	3.009	WHEEL	targ_hard	1925	1	non-target	non-target
