onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.009	IRON	lure_hard	1721	0	non-target	target
58	3.002	FOSSIL	targ_easy	1004	1	non-target	non-target
90.1	3.008	WHEEL	targ_hard	1091	1	non-target	non-target
122	3.004	STAKE	targ_hard	957	1	non-target	non-target
154	3.006	PURSE	targ_easy	965	1	target	target
186	3.008	BUCKET	targ_hard	821	1	target	target
218	3.003	SAND	targ_easy	895	1	non-target	non-target
250	3.005	COURT	lure_hard	1119	1	non-target	non-target
282	3.008	STAR	targ_hard	1223	1	target	target
314	3.001	RACKET	targ_easy	864	1	target	target
346	3.008	FOAM	lure_hard	808	1	target	target
378	3.005	DIAL	targ_hard	1880	1	non-target	non-target
410	3.001	ESSAY	targ_easy	848	1	non-target	non-target
442	3.002	POWDER	lure_hard	1057	1	non-target	non-target
474	3.009	RAINBOW	targ_easy	1395	1	target	target
506	3.004	MAGNET	targ_hard	954	1	target	target
538	3.002	TAPE	targ_hard	738	1	target	target
570	3.006	CONTRACT	targ_easy	1020	1	non-target	non-target
602	3.009	ASHES	targ_hard	1395	1	non-target	non-target
634	3.006	SAWDUST	targ_easy	997	1	target	target
666	3.008	TEAR	targ_hard	941	1	non-target	non-target
698	3.004	GRAVEL	targ_easy	1686	1	target	target
730	3.005	LAKE	lure_hard	1870	1	target	target
762	3.003	METAL	targ_easy	894	1	target	target
794	3.005	FERRY	targ_hard	1590	1	non-target	non-target
