onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.002	SAIL	targ_easy	849	1	target	target
58	3	STAR	lure_hard	971	1	non-target	non-target
90	3.009	THREAD	targ_hard	706	1	non-target	non-target
122	3.007	AXLE	targ_hard	671	1	target	target
154	3.005	PATCH	targ_easy	730	1	target	target
186	3.008	TRUCK	targ_hard	775	1	non-target	non-target
218	3.002	ELBOW	targ_easy	765	1	target	target
250	3.005	CORK	lure_hard	835	1	target	target
282	3.007	MATCH	lure_hard	905	1	target	target
314	3.004	DOCK	targ_hard	822	1	non-target	non-target
346	3.002	CORD	targ_easy	811	1	non-target	non-target
378	3.007	PLANK	targ_easy	767	1	non-target	non-target
410	3.005	OUTLET	targ_hard	n/a	0	n/a	target
442	3.009	PHONE	targ_easy	1772	1	target	target
474	3.007	STICK	targ_hard	1533	1	target	target
506	3.008	BUCKET	lure_hard	1864	1	target	target
538	3.001	STAKE	targ_hard	771	1	non-target	non-target
570	3.006	PENNY	targ_easy	785	1	non-target	non-target
602	3.006	BRASS	targ_easy	761	1	non-target	non-target
634	3.002	BASKET	lure_hard	1076	1	target	target
666	3.006	GRAVEL	targ_hard	1637	1	target	target
698	3.001	HURDLE	targ_hard	920	0	target	non-target
730	3.01	BANNER	targ_easy	815	1	target	target
762	3.001	CLUB	targ_easy	780	1	non-target	non-target
794.1	3.002	MAZE	targ_hard	808	1	target	target
