onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.514	ELBOW	easy	2148	0	farL	farR
35.6	2.513	FLOOD	omit	n/a	0	n/a	farR
57.6	2.516	DOCK	hard	n/a	0	n/a	farR
79.6	2.518	EARTHQUAKE	omit	1821	1	farL	farL
101.6	2.517	GRAVEL	hard	2010	0	midR	midL
123.6	2.518	BRASS	easy	1364	1	midR	midR
145.6	2.514	NAIL	omit	2547701	1	midR	midR
167.6	2.516	PHONE	easy	1306	1	midL	midL
189.6	2.516	THREAD	hard	n/a	0	n/a	midL
211.6	2.516	TRACTOR	omit	1093	1	midL	midL
233.6	2.514	PENNY	easy	2079	1	midL	midL
255.6	2.516	STAKE	hard	n/a	0	n/a	farL
277.6	2.516	MAZE	hard	1580	1	midL	midL
299.6	2.513	PATCH	easy	1184	1	farL	farL
321.6	2.515	DECK	omit	1999	1	farR	farR
343.6	2.513	HURDLE	hard	n/a	0	n/a	farR
365.5	2.518	PLANE	omit	1036	1	farR	farR
387.5	2.516	PLANK	easy	2336	0	midR	farR
409.5	2.519	CLUB	easy	2448	0	farR	midL
431.5	2.511	OUTLET	hard	906	1	farL	farL
453.5	2.519	MOON	omit	1434	1	midL	midL
475.5	2.514	AXLE	hard	1086	1	farL	farL
497.5	2.514	BANNER	easy	1344	1	farR	farR
519.5	2.516	LEAD	omit	1217	1	farL	farL
541.5	2.514	GOLF	omit	1344	1	farR	farR
563.6	2.516	STICK	hard	1867	1	farL	farL
585.5	2.515	CORD	easy	n/a	0	n/a	midR
607.5	2.516	POLISH	omit	2333	1	midL	midL
629.5	2.517	TRUCK	hard	1696	0	farR	midL
651.5	2.516	SAIL	easy	2440	0	farL	midL
