onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.006	LIGHT	lure_easy	904	1	target	target
58.1	3.004	PLANET	targ_easy	1198	1	non-target	non-target
90.1	3.01	MATTRESS	targ_hard	890	1	target	target
122.1	3.004	GALLERY	lure_hard	874	1	target	target
154.1	3.007	PEBBLE	targ_hard	813	1	non-target	non-target
186	3.006	FLEET	targ_easy	763	1	non-target	non-target
218.1	3.01	HANDLE	lure_hard	1225	1	target	target
250	3.004	BOLT	lure_easy	997	1	non-target	non-target
282.1	3.002	BATON	lure_hard	935	0	target	non-target
314.1	3.009	PAGE	targ_easy	930	1	non-target	non-target
346.1	3.008	TRIPOD	targ_hard	828	1	non-target	non-target
378	3.003	ATOM	lure_easy	964	1	non-target	non-target
410	3.002	PURSE	lure_hard	850	1	target	target
442	3.007	DENT	lure_easy	814	1	target	target
474	3.001	TAPE	targ_easy	769	1	non-target	non-target
506	3.002	GATEWAY	targ_hard	850	1	non-target	non-target
538	3.002	LAKE	lure_hard	932	1	target	target
570	3.008	BADGE	lure_easy	848	1	target	target
602	3.007	CONTRACT	targ_easy	1119	1	target	target
634	3.003	ROPE	targ_hard	801	1	target	target
666	3.01	RAVINE	lure_hard	978	1	target	target
698	3.004	LENS	lure_easy	740	1	target	target
730	3.003	RAINDROP	targ_hard	963	1	target	target
762	3.005	ATLAS	targ_easy	866	1	non-target	non-target
794	3.004	DIAL	lure_easy	841	1	target	target
826	3.001	LAUNDRY	lure_hard	1053	1	target	target
858	3.006	DRAIN	targ_hard	976	1	non-target	non-target
890	3.001	FOSSIL	targ_easy	736	1	target	target
922	3.007	RELIC	lure_hard	792	1	target	target
954	3	PORTAL	targ_easy	941	1	target	target
986	3.001	ASHES	lure_easy	819	1	non-target	non-target
1018	3.003	NOTE	targ_hard	995	1	non-target	non-target
