onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.003	MAZE	targ_hard	822	1	non-target	non-target
58.1	3.005	MATCH	lure_hard	713	1	non-target	non-target
90	3.007	SAIL	targ_easy	714	1	target	target
122	3.009	TRUCK	targ_hard	926	1	non-target	non-target
154	3.01	CORD	targ_easy	756	1	non-target	non-target
186	3.006	STAR	lure_hard	1129	1	target	target
218	3.008	PENNY	targ_easy	794	1	target	target
250	3.01	THREAD	targ_hard	818	1	target	target
282	3.01	BANNER	targ_easy	1072	1	target	target
314.1	3.002	DOCK	targ_hard	960	1	target	target
346	3.006	PHONE	targ_easy	632	1	non-target	non-target
378	3.006	CORK	lure_hard	903	0	non-target	target
410	3.005	STAKE	targ_hard	813	1	non-target	non-target
442	3.003	PATCH	targ_easy	701	1	non-target	non-target
474	3.005	GRAVEL	targ_hard	866	1	non-target	non-target
506	3.009	BUCKET	lure_hard	858	0	target	non-target
538	3.007	PLANK	targ_easy	968	0	target	non-target
570	3.005	BASKET	lure_hard	773	0	non-target	target
602	3.003	HURDLE	targ_hard	993	1	non-target	non-target
634	3	STICK	targ_hard	820	0	non-target	target
666	3.009	BRASS	targ_easy	713	1	non-target	non-target
698	3.01	CLUB	targ_easy	1174	1	non-target	non-target
730	3.009	AXLE	targ_hard	849	1	target	target
762	3.002	OUTLET	targ_hard	808	0	non-target	target
794	3.009	ELBOW	targ_easy	1141	0	target	non-target
