onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.001	BADGE	targ_hard	1310	1	target	target
58	3.008	IRON	lure_hard	1560	1	non-target	non-target
90	3	QUILL	targ_easy	1328	1	target	target
122	3.01	ATLAS	targ_easy	1529	1	non-target	non-target
154.1	3.009	LABEL	targ_hard	1816	1	target	target
186	3.009	LEAD	targ_easy	1434	1	non-target	non-target
218	3.005	CINDER	targ_hard	1970	1	non-target	non-target
250	3.003	BUCKLE	targ_easy	1379	1	target	target
282	3.005	SACK	targ_hard	1371	1	target	target
314	3.004	MATCH	targ_hard	1699	1	non-target	non-target
346	3.01	PHOTO	targ_easy	1132	1	target	target
378	3.004	SANDPAPER	targ_easy	1372	1	non-target	non-target
410	3.003	CLOSET	targ_hard	1269	1	target	target
442	3.006	TRACTOR	lure_hard	2573	1	non-target	non-target
474.1	3.004	CARD	targ_hard	n/a	0	n/a	target
506	3.008	HURDLE	targ_easy	1214	1	non-target	non-target
538	3	SHELL	targ_easy	1022	1	non-target	non-target
570	3.008	PLANET	lure_hard	1080	1	non-target	non-target
602	3.009	SOAP	targ_hard	2535	1	target	target
634	3.007	MORNING	lure_hard	1985	1	non-target	non-target
666	3.002	BANNER	targ_hard	2161	1	non-target	non-target
698	3.008	LEVER	targ_easy	1498	1	target	target
730	3.006	DIRT	lure_hard	1393	1	target	target
762	3	RECORD	targ_hard	1467	1	non-target	non-target
794	3.004	CARBON	targ_easy	1371	1	target	target
