onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.514	HIGHWAY	omit	2694748	1	farL	farL
35.6	2.517	SANDPAPER	easy	1717	0	midR	farR
57.6	2.512	SACK	hard	1530	1	farR	farR
79.6	2.516	CHASM	omit	2740995	0	midR	farR
101.6	2.515	LEAD	easy	2828292	1	midR	midR
123.6	2.511	CINDER	hard	2218	1	farR	farR
145.6	2.515	DRUM	omit	1247	1	midL	midL
167.6	2.515	CARD	hard	2023	1	farL	farL
189.6	2.516	QUILL	easy	2598359	0	farR	midL
211.6	2.515	BUCKLE	easy	n/a	0	n/a	farR
233.5	2.515	LABEL	hard	2807599	0	midR	midL
255.5	2.517	PLANK	omit	1881	1	farL	farL
277.5	2.515	MATCH	hard	2417	0	farL	midL
299.5	2.516	LEVER	easy	2560387	1	midL	midL
321.5	2.516	PIANO	omit	2242	1	midR	midR
343.5	2.516	ATLAS	easy	2897008	0	midR	farL
365.5	2.513	BANNER	hard	n/a	0	n/a	farR
387.5	2.515	POUCH	omit	1754	0	midR	farL
409.5	2.515	CARBON	easy	2857879	1	midR	midR
431.5	2.514	FLOOD	omit	2590391	1	midR	midR
453.5	2.513	RECORD	hard	2384	1	midR	midR
475.5	2.515	CLOSET	hard	1916	1	midL	midL
497.5	2.517	STAR	omit	1100	1	farR	farR
519.5	2.515	SHELL	easy	2571199	1	farL	farL
541.5	2.517	HURDLE	easy	1138	1	farL	farL
563.5	2.512	SOAP	hard	2808317	1	farL	farL
585.5	2.512	MOUNTAIN	omit	1985	1	midL	midL
607.5	2.516	TERRACE	omit	1078	1	farL	farL
629.5	2.515	BADGE	hard	2816645	0	farL	farR
651.5	2.513	PHOTO	easy	1724	0	farL	farR
