onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.514	PLUG	hard	1766	0	farL	farR
35.6	2.513	LABEL	easy	994	1	farR	farR
57.6	2.517	ARMOR	omit	1101	1	midR	midR
79.6	2.516	PHONE	omit	1876	1	farL	farL
101.6	2.513	SAWDUST	hard	1013	1	farR	farR
123.6	2.516	TARGET	easy	1676	1	midL	midL
145.6	2.516	BUCKET	hard	2060	0	farL	midR
167.6	2.517	CURTAIN	easy	1861	0	farR	midL
189.6	2.517	TERRACE	omit	1269	1	farR	farR
211.5	2.518	MOON	omit	1109	1	farL	farL
233.6	2.514	CLOSET	hard	1614	0	farR	farL
255.6	2.517	FOREST	easy	2044	1	farL	farL
277.5	2.517	MERCURY	easy	1574	0	midR	farL
299.6	2.514	PADDLE	hard	2258	1	farR	farR
321.6	2.512	RUNG	omit	1692	0	farL	farR
343.6	2.513	HILL	hard	940	1	farL	farL
365.6	2.512	COMPASS	easy	1116	1	farL	farL
387.6	2.514	COAL	omit	1186	1	farL	farL
409.6	2.515	FOAM	easy	2123	1	midL	midL
431.5	2.517	CAPSULE	omit	2318	0	midL	midR
453.5	2.516	SANDPAPER	hard	2189	0	farR	midL
475.5	2.514	CAPITOL	hard	1216	1	farR	farR
497.5	2.512	CHAIN	omit	2178	1	farL	farL
519.5	2.517	DRILL	easy	817	1	midR	midR
541.6	2.512	BRACELET	hard	1237	1	midL	midL
563.5	2.515	CLUB	omit	835	1	midR	midR
585.5	2.516	RUST	easy	1980	1	midL	midL
607.5	2.516	PAPER	omit	1392	0	midR	farR
629.5	2.517	PICTURE	hard	956	1	farR	farR
651.5	2.516	MACHINE	easy	892	1	farR	farR
