onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.009	BRACELET	targ_hard	1652	1	target	target
58	3.004	TICKET	lure_hard	1248	1	target	target
90.1	3.003	COMPASS	targ_easy	1189	1	non-target	non-target
122	3.003	FOAM	targ_easy	1088	1	non-target	non-target
154	3.009	HILL	targ_hard	930	1	non-target	non-target
186.1	3.008	MERCURY	targ_easy	767	1	non-target	non-target
218.1	3.001	SAWDUST	targ_hard	1197	1	target	target
250	3.009	FOREST	targ_easy	1154	1	target	target
282	3.003	PADDLE	targ_hard	1997	0	non-target	target
314	3.006	CLOSET	targ_hard	2103	0	target	non-target
346	3.01	MACHINE	targ_easy	843	1	non-target	non-target
378	3.009	RUST	targ_easy	799	1	non-target	non-target
410	3.007	PICTURE	targ_hard	920	1	target	target
442	3.005	COAST	lure_hard	1340	1	non-target	non-target
474	3.004	BUCKET	targ_hard	1116	1	non-target	non-target
506	3.009	LABEL	targ_easy	963	1	target	target
538	3.01	DRILL	targ_easy	839	1	target	target
570	3.009	RIDGE	lure_hard	906	1	target	target
602	3.01	PLUG	targ_hard	1145	1	non-target	non-target
634	3.01	POWDER	lure_hard	1115	1	non-target	non-target
666	3.008	CAPITOL	targ_hard	1081	1	target	target
698	3.001	TARGET	targ_easy	833	1	target	target
730	3.002	MARKET	lure_hard	884	1	target	target
762	3.009	SANDPAPER	targ_hard	1122	1	non-target	non-target
794	3.004	CURTAIN	targ_easy	907	1	target	target
