onset	duration	stim	cond	rt	acc	resp	cresp
14.2	2.514	COAL	omit	2198	1	midL	midL
35.6	2.513	CLOSET	hard	2210	0	midR	farL
57.6	2.516	FOAM	easy	2017	0	farR	midR
79.6	2.518	CHAIN	omit	1151	1	midR	midR
101.6	2.512	TARGET	easy	943	1	farR	farR
123.6	2.512	PICTURE	hard	1224	1	farR	farR
145.6	2.516	BUCKET	hard	1442	1	farL	farL
167.6	2.516	ARMOR	omit	1979	1	midL	midL
189.6	2.512	MERCURY	easy	1952	0	farL	farR
211.5	2.514	CURTAIN	easy	1501	0	farL	farR
233.6	2.512	RUNG	omit	2623520	0	farR	midL
255.6	2.513	BRACELET	hard	747	1	midR	midR
277.5	2.516	TERRACE	omit	1525	1	farR	farR
299.5	2.516	LABEL	easy	1168	1	midL	midL
321.5	2.517	PLUG	hard	2073	0	farL	midL
343.6	2.518	CAPITOL	hard	1282	1	farR	farR
365.6	2.516	CLUB	omit	1084	1	farL	farL
387.5	2.516	MACHINE	easy	1116	1	midR	midR
409.5	2.514	FOREST	easy	1350	0	midL	farL
431.5	2.514	SANDPAPER	hard	1569	0	midL	midR
453.5	2.513	CAPSULE	omit	1695	0	farL	midL
475.5	2.515	DRILL	easy	1054	1	farL	farL
497.5	2.512	HILL	hard	1305	1	midL	midL
519.5	2.512	PAPER	omit	1630	0	midR	midL
541.5	2.512	COMPASS	easy	989	1	farR	farR
563.5	2.516	PADDLE	hard	1685	0	farL	farR
585.5	2.516	MOON	omit	1529	1	midR	midR
607.5	2.512	PHONE	omit	1874	0	midR	farR
629.5	2.518	SAWDUST	hard	1253	0	midR	farR
651.5	2.516	RUST	easy	1072	1	midR	midR
