onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3	VAULT	lure_hard	1408	0	non-target	target
58	3.009	NOTE	targ_easy	1155	1	target	target
90	3.005	PARADE	targ_hard	1324	1	target	target
122.1	3.007	BRACELET	targ_easy	1363	1	non-target	non-target
154.1	3.009	CARD	targ_hard	1275	1	target	target
186.1	3	MERCURY	targ_hard	1356	1	non-target	non-target
218	3.005	TRIPOD	targ_easy	1309	1	target	target
250	3.005	SPOKE	targ_hard	1462	1	non-target	non-target
282	3.009	ARMOR	targ_easy	1750	1	non-target	non-target
314	3.008	PILE	lure_hard	1191	1	target	target
346	3.004	SCOUT	targ_easy	1400	1	target	target
378	3.01	DENT	targ_hard	1295	1	target	target
410	3.001	CENT	targ_hard	1136	1	target	target
442	3.003	STEEL	targ_easy	1208	1	target	target
474	3.007	STAKE	targ_easy	1657	1	target	target
506	3.005	PISTOL	targ_hard	1200	1	target	target
538	3.009	CONTRACT	lure_hard	1105	0	target	non-target
570	3.002	PASTEL	lure_hard	1218	1	target	target
602	3.004	FLAG	targ_hard	1882	0	target	non-target
634	3.005	CANYON	targ_easy	1324	1	target	target
666	3.01	CONE	targ_hard	1268	1	non-target	non-target
698	3.003	ACRE	targ_easy	1556	0	non-target	target
730	3.004	MUZZLE	targ_hard	1404	1	target	target
762	3.01	CAPITOL	targ_easy	860	1	target	target
794	3.007	SPARK	lure_hard	1557	1	target	target
