onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.01	NOTE	targ_easy	1340	1	non-target	non-target
58.1	3.008	MUZZLE	targ_hard	1092	1	target	target
90	3.001	PASTEL	lure_hard	1590	1	non-target	non-target
122	3.01	MERCURY	targ_hard	1295	0	target	non-target
154	3.002	CAPITOL	targ_easy	1175	1	non-target	non-target
186	3.007	PISTOL	targ_hard	1143	1	target	target
218	3.004	TRIPOD	targ_easy	1264	1	non-target	non-target
250	3.005	FLAG	targ_hard	1432	1	non-target	non-target
282.1	3.01	CONTRACT	lure_hard	2087	1	non-target	non-target
314	3.002	ARMOR	targ_easy	1097	1	target	target
346	3.001	STEEL	targ_easy	1218	1	non-target	non-target
378	3.007	CENT	targ_hard	898	1	target	target
410	3.004	CARD	targ_hard	1098	1	target	target
442	3.009	VAULT	lure_hard	1091	1	target	target
474	3.004	SCOUT	targ_easy	1555	1	non-target	non-target
506.1	3.004	CONE	targ_hard	1402	1	non-target	non-target
538	3.002	ACRE	targ_easy	1532	0	non-target	target
570	3	SPARK	lure_hard	1053	1	target	target
602	3.01	CANYON	targ_easy	1013	1	target	target
634	3.007	SPOKE	targ_hard	1445	1	non-target	non-target
666	3.004	PILE	lure_hard	1414	1	target	target
698	3.006	PARADE	targ_hard	1334	1	non-target	non-target
730	3.004	BRACELET	targ_easy	1279	1	non-target	non-target
762	3.009	STAKE	targ_easy	1680	1	non-target	non-target
794	3.001	DENT	targ_hard	1199	1	target	target
