onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.511	BELT	omit	1386	1	midL	midL
35.6	2.515	PICTURE	easy	2004	1	farR	farR
57.6	2.516	TRIPOD	hard	1725	0	midL	midR
79.6	2.515	PITCHFORK	omit	1627	1	farL	farL
101.6	2.513	PENDULUM	hard	2602436	1	midR	midR
123.6	2.516	RUST	easy	1819	1	farR	farR
145.6	2.515	TEXTILE	easy	1918	1	farL	farL
167.6	2.515	PANEL	hard	1411	1	farR	farR
189.6	2.512	CENT	omit	n/a	0	n/a	midL
211.6	2.513	SOAP	easy	2675408	1	farR	farR
233.6	2.513	FIDDLE	hard	2341	1	midL	midL
255.6	2.511	BASKET	omit	1019	1	farR	farR
277.6	2.515	CLUB	omit	1086	1	farL	farL
299.6	2.516	POLE	easy	2089	0	midR	midL
321.6	2.519	ARCTIC	hard	2105	1	farL	farL
343.6	2.515	PELLET	omit	1945	1	farR	farR
365.5	2.514	LEVEL	easy	1232	1	farL	farL
387.5	2.512	PLANK	hard	2758048	0	farL	midR
409.6	2.517	GLOBE	omit	2023	0	farR	midR
431.6	2.514	SHIRT	hard	961	1	farR	farR
453.5	2.516	ASHES	easy	1338	1	midR	midR
475.6	2.513	TRUCK	omit	1623	1	farL	farL
497.5	2.515	CLOAK	easy	1531	1	farR	farR
519.5	2.516	PIN	hard	2040	0	midL	midR
541.5	2.517	PLANE	easy	1554	0	midL	midR
563.5	2.513	COACH	hard	1690	1	farR	farR
585.5	2.514	WHEEL	omit	1289	1	midR	midR
607.5	2.519	GALLERY	omit	2045	0	midL	farL
629.5	2.528	EXIT	hard	2257	1	midL	midL
651.5	2.511	POUCH	easy	1617	1	farL	farL
