onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3	COACH	targ_hard	810	1	target	target
58.1	3.004	NOTE	lure_hard	1324	0	non-target	target
90	3.002	POLE	targ_easy	862	1	non-target	non-target
122	3.007	STAPLE	lure_hard	1094	1	non-target	non-target
154	3.005	SHIRT	targ_hard	855	1	non-target	non-target
186	3.005	POUCH	targ_easy	783	1	non-target	non-target
218	3.007	PICTURE	targ_easy	879	1	non-target	non-target
250	3.001	ARCTIC	targ_hard	902	1	non-target	non-target
282	3.005	CRANE	lure_hard	1016	1	target	target
314	3.007	ASHES	targ_easy	929	1	target	target
346	3.001	PANEL	targ_hard	953	1	non-target	non-target
378	3	EXIT	targ_hard	1154	1	non-target	non-target
410	3.004	PLANE	targ_easy	1402	1	target	target
442	3.009	MAGAZINE	lure_hard	970	1	target	target
474	3.008	RUST	targ_easy	931	1	non-target	non-target
506	3.005	PENDULUM	targ_hard	1019	1	target	target
538	3.006	CLOAK	targ_easy	899	1	target	target
570	3.004	FIDDLE	targ_hard	955	1	non-target	non-target
602	3.005	PLANK	targ_hard	868	1	non-target	non-target
634	3.008	TEXTILE	targ_easy	1214	1	target	target
666	3.003	PIN	targ_hard	813	1	non-target	non-target
698	3.002	LEVEL	targ_easy	1087	1	non-target	non-target
730	3.004	SHELL	lure_hard	895	1	non-target	non-target
762	3.009	TRIPOD	targ_hard	1103	1	target	target
794	3.006	SOAP	targ_easy	816	1	non-target	non-target
