onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.516	RELIC	omit	1266	1	farL	farL
35.6	2.513	STEEL	easy	n/a	0	n/a	midL
57.6	2.516	MUZZLE	hard	1864	0	farR	midL
79.6	2.511	DENT	hard	1788	1	farL	farL
101.6	2.513	MORNING	omit	2086	0	farL	midL
123.6	2.516	SCOUT	easy	1529	1	farR	farR
145.6	2.513	TICKET	omit	974	1	farR	farR
167.6	2.511	STAKE	easy	1253	1	farR	farR
189.6	2.513	CARD	hard	n/a	0	n/a	midL
211.6	2.516	LAUNDRY	omit	n/a	0	n/a	farL
233.5	2.514	PISTOL	hard	2590534	0	farR	midR
255.5	2.511	BRACELET	easy	1303	1	farR	farR
277.6	2.516	FIDDLE	omit	1203	1	farR	farR
299.5	2.512	PARADE	hard	n/a	0	n/a	midL
321.5	2.515	NOTE	easy	n/a	0	n/a	midL
343.5	2.513	CANOE	omit	1538	1	midR	midR
365.5	2.515	FLAG	hard	2260	0	farL	farR
387.5	2.513	ARMOR	easy	2010	1	midL	midL
409.5	2.516	STAPLE	omit	n/a	0	n/a	farL
431.5	2.512	TRIPOD	easy	n/a	0	n/a	farL
453.5	2.511	SPOKE	hard	2033	1	farL	farL
475.5	2.513	GIFT	omit	n/a	0	n/a	farL
497.5	2.516	MERCURY	hard	2087	1	farL	farL
519.5	2.518	CAPITOL	easy	1639	0	midR	midL
541.5	2.514	CONE	hard	1893	1	midL	midL
563.5	2.513	NICKEL	omit	2077	1	midR	midR
585.5	2.516	ACRE	easy	n/a	0	n/a	midR
607.5	2.516	SKETCH	omit	1208	1	farR	farR
629.5	2.513	CANYON	easy	1654	1	farL	farL
651.5	2.516	CENT	hard	1937	1	midR	midR
