onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.003	BANNER	targ_hard	872	1	non-target	non-target
58.1	3.009	PLANET	lure_hard	970	1	target	target
90.1	3.008	HOOD	targ_easy	898	1	target	target
122	3.004	CHART	targ_hard	835	1	target	target
154.1	3.007	EARTHQUAKE	targ_easy	867	1	target	target
186.1	3.003	SAWDUST	lure_hard	963	1	target	target
218.1	3.007	THREAD	targ_easy	1812	0	non-target	target
250.1	3.008	ROCK	targ_hard	1092	1	target	target
282.1	3.008	SHIRT	targ_easy	796	1	target	target
314	3.003	DIRT	targ_hard	926	1	non-target	non-target
346	3.003	WHEEL	targ_easy	903	1	non-target	non-target
378	3.002	MARBLE	lure_hard	1311	1	non-target	non-target
410	3.004	NOVEL	targ_hard	935	1	non-target	non-target
442	3.006	BADGE	targ_easy	552	1	target	target
474	3.001	GALLON	targ_hard	1328	1	non-target	non-target
506	3.007	PENDULUM	lure_hard	977	1	non-target	non-target
538	3.004	SPEAR	targ_easy	1273	1	non-target	non-target
570	3.002	SPOKE	lure_hard	882	1	non-target	non-target
602	3.006	IODINE	targ_hard	1994	0	target	non-target
634	3.005	LEAD	targ_hard	826	1	target	target
666	3.007	RUST	targ_easy	1235	1	non-target	non-target
698	3.006	SAND	targ_easy	1051	1	target	target
730	3.003	PARK	targ_hard	956	1	target	target
762	3.008	FLEET	targ_hard	988	1	target	target
794	3.009	TEAR	targ_easy	1061	1	non-target	non-target
