onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.002	GALLON	targ_hard	1240	1	non-target	non-target
58	3.003	PENDULUM	lure_hard	794	1	target	target
90	3.002	TEAR	targ_easy	763	1	target	target
122	3.005	IODINE	targ_hard	835	1	target	target
154	3.01	SPOKE	lure_hard	2563	1	target	target
186	3.005	SAND	targ_easy	844	1	non-target	non-target
218	3.005	ROCK	targ_hard	996	1	non-target	non-target
250	3.004	HOOD	targ_easy	1069	1	target	target
282	3.002	SAWDUST	lure_hard	1077	1	non-target	non-target
314	3.008	THREAD	targ_easy	878	1	target	target
346	3.008	PARK	targ_hard	1486	1	target	target
378	3.001	LEAD	targ_hard	1174	1	non-target	non-target
410	3.009	SPEAR	targ_easy	1071	1	target	target
442	3.01	BANNER	targ_hard	961	1	non-target	non-target
474	3.006	SHIRT	targ_easy	1616	1	non-target	non-target
506	3.006	CHART	targ_hard	921	1	non-target	non-target
538	3.009	MARBLE	lure_hard	817	1	target	target
570	3.002	EARTHQUAKE	targ_easy	1074	1	non-target	non-target
602	3.01	WHEEL	targ_easy	1010	1	target	target
634	3.002	FLEET	targ_hard	883	1	target	target
666	3.006	PLANET	lure_hard	1027	1	non-target	non-target
698	3.006	RUST	targ_easy	940	1	target	target
730	3.006	NOVEL	targ_hard	876	1	target	target
762	3.006	BADGE	targ_easy	757	1	non-target	non-target
794	3.001	DIRT	targ_hard	1309	0	non-target	target
