onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.009	PENDULUM	lure_hard	797	1	target	target
58	3.005	SHIRT	targ_easy	1128	1	non-target	non-target
90	3.009	LEAD	targ_hard	1080	1	target	target
122.1	3.006	HOOD	targ_easy	879	1	non-target	non-target
154.1	3.001	FLEET	targ_hard	896	1	non-target	non-target
186	3.009	RUST	targ_easy	1337	0	non-target	target
218	3.009	GALLON	targ_hard	954	1	target	target
250	3.008	SAND	targ_easy	1058	1	non-target	non-target
282	3.007	IODINE	targ_hard	971	1	non-target	non-target
314	3.004	CHART	targ_hard	995	1	non-target	non-target
346	3.003	SPEAR	targ_easy	963	1	non-target	non-target
378	3.002	DIRT	targ_hard	884	1	target	target
410	3.008	TEAR	targ_easy	780	1	target	target
442	3.004	PARK	targ_hard	1109	1	target	target
474	3.001	BADGE	targ_easy	861	1	target	target
506	3.006	SAWDUST	lure_hard	1142	1	target	target
538	3.006	BANNER	targ_hard	966	1	target	target
570	3.006	MARBLE	lure_hard	1030	1	target	target
602	3.008	EARTHQUAKE	targ_easy	919	1	target	target
634	3.001	THREAD	targ_easy	1063	1	non-target	non-target
666	3.004	NOVEL	targ_hard	936	1	target	target
698	3.004	SPOKE	lure_hard	1088	1	target	target
730	3.002	ROCK	targ_hard	1098	0	target	non-target
762	3	WHEEL	targ_easy	994	1	target	target
794	3.009	PLANET	lure_hard	971	1	target	target
