onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.515	HOOD	easy	1583	1	midL	midL
35.6	2.515	RAIL	omit	1216	1	farL	farL
57.6	2.513	ROCK	hard	1905	1	midL	midL
79.6	2.516	PARK	hard	2294	1	farR	farR
101.6	2.511	FOIL	omit	1050	1	farR	farR
123.6	2.513	BADGE	easy	n/a	0	n/a	farL
145.6	2.515	CHART	hard	903	1	midL	midL
167.6	2.513	TEAR	easy	1653	1	farR	farR
189.6	2.514	BUCKET	omit	1462	1	farL	farL
211.6	2.515	EASEL	omit	1989	1	midR	midR
233.6	2.514	DIRT	hard	2015	1	farL	farL
255.6	2.514	EARTHQUAKE	easy	1605	1	farL	farL
277.6	2.511	LETTER	omit	n/a	0	n/a	midL
299.6	2.516	SPEAR	easy	2815989	1	farR	farR
321.6	2.516	FLEET	hard	2193	1	midL	midL
343.6	2.515	WHEEL	easy	2262	1	midL	midL
365.6	2.512	NOZZLE	omit	2693499	1	midL	midL
387.6	2.513	LEAD	hard	1312	1	midR	midR
409.6	2.515	DUST	omit	1799	1	farR	farR
431.5	2.516	NOVEL	hard	2291	1	midR	midR
453.5	2.514	THREAD	easy	1905	1	farL	farL
475.5	2.516	RUST	easy	1171	1	farL	farL
497.6	2.512	APRON	omit	2464	1	farR	farR
519.5	2.514	GALLON	hard	1266	1	farL	farL
541.5	2.516	IODINE	hard	941	1	farL	farL
563.5	2.527	JEEP	omit	1800	1	farR	farR
585.5	2.516	SHIRT	easy	2181	1	farL	farL
607.5	2.513	SAND	easy	1083	1	midL	midL
629.5	2.517	POLISH	omit	1251	1	midR	midR
651.5	2.511	BANNER	hard	2210	0	farR	midL
