onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.518	HOOD	easy	1731	1	farR	farR
35.6	2.514	ROCK	hard	1773	1	midL	midL
57.6	2.512	DUST	omit	918	1	farL	farL
79.6	2.516	BANNER	hard	2322	1	midL	midL
101.6	2.515	RUST	easy	1058	1	midL	midL
123.6	2.516	RAIL	omit	1162	1	midR	midR
145.6	2.512	TEAR	easy	1431	1	midR	midR
167.6	2.516	LETTER	omit	2625674	0	farL	farR
189.6	2.517	LEAD	hard	1283	1	farL	farL
211.6	2.513	FLEET	hard	1103	1	farL	farL
233.6	2.511	FOIL	omit	879	1	midL	midL
255.6	2.513	SPEAR	easy	840	1	midL	midL
277.6	2.513	SAND	easy	1400	1	farR	farR
299.6	2.516	GALLON	hard	1636	1	midL	midL
321.6	2.513	BUCKET	omit	832	1	midL	midL
343.6	2.516	IODINE	hard	1365	1	midR	midR
365.5	2.516	BADGE	easy	2283	0	midL	farL
387.5	2.516	EASEL	omit	918	1	midR	midR
409.5	2.516	APRON	omit	1908	1	farR	farR
431.5	2.517	THREAD	easy	1791	1	farR	farR
453.5	2.515	PARK	hard	2068	1	midL	midL
475.5	2.517	SHIRT	easy	1909	1	farL	farL
497.5	2.512	NOVEL	hard	988	1	farL	farL
519.5	2.515	JEEP	omit	1301	1	midR	midR
541.5	2.512	WHEEL	easy	1445	1	farR	farR
563.5	2.514	POLISH	omit	1287	1	midR	midR
585.5	2.515	DIRT	hard	1665	1	midR	midR
607.5	2.514	CHART	hard	879	1	midR	midR
629.5	2.512	EARTHQUAKE	easy	1822	1	farL	farL
651.5	2.511	NOZZLE	omit	2269	1	farR	farR
