onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.009	CAPSULE	lure_easy	1084	1	non-target	non-target
58.1	3.007	STATUE	lure_hard	1326	1	non-target	non-target
90.1	3.004	DENT	targ_hard	942	0	non-target	target
122.1	3.007	EXIT	targ_easy	847	1	non-target	non-target
154	3.007	HURDLE	lure_easy	928	1	target	target
186.1	3.005	SIGN	lure_hard	1791	0	non-target	target
218	3.01	MATTER	targ_easy	849	1	non-target	non-target
250	3.004	STAKE	lure_easy	1138	1	target	target
282	3.003	ASHES	targ_easy	1066	1	non-target	non-target
314	3.001	SPARK	targ_easy	1146	1	target	target
346	3.005	RAVINE	targ_easy	675	1	non-target	non-target
378	3.009	MARKET	lure_hard	675	1	target	target
410	3.009	SUMMIT	targ_hard	1508	1	non-target	non-target
442	3.006	PURSE	targ_hard	1172	1	non-target	non-target
474	3.007	HILL	targ_hard	997	1	target	target
506	3.005	PIN	targ_easy	1005	1	target	target
538	3.01	SHELL	lure_easy	981	1	non-target	non-target
570.1	3.007	TIRE	lure_hard	1660	0	non-target	target
602.1	3.004	CARBON	lure_hard	997	1	target	target
634	3.001	COAT	lure_hard	1167	1	non-target	non-target
666	3.005	PAPER	lure_easy	n/a	0	n/a	non-target
698	3.01	HOSE	targ_easy	1319	1	target	target
730	3.004	CORD	targ_easy	1240	0	target	non-target
762	3	CHASM	lure_easy	832	1	target	target
794	3.004	RULER	targ_hard	784	1	target	target
826	3.008	MAGNET	lure_easy	851	1	non-target	non-target
858	3.005	SCREEN	lure_hard	1090	1	non-target	non-target
890	3.004	PYRAMID	targ_hard	985	1	target	target
922	3.006	MONSOON	lure_easy	754	1	target	target
954	3.003	WALLET	lure_hard	1228	1	non-target	non-target
986	3.004	BUBBLE	targ_hard	925	1	non-target	non-target
1018	3.005	WIRE	targ_hard	1756	0	target	non-target
