onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.511	BLIZZARD	easy	n/a	0	n/a	midR
35.6	2.513	TRACK	omit	1954	1	farR	farR
57.6	2.511	PUTTY	hard	2032	1	farR	farR
79.6	2.515	PLANE	easy	1907	1	midR	midR
101.6	2.516	PASTEL	omit	2372	0	farR	midL
123.6	2.516	PEBBLE	hard	1733	1	farL	farL
145.6	2.515	LENS	easy	1420	0	farR	midL
167.6	2.511	BOAT	omit	2346	1	farL	farL
189.6	2.516	PUZZLE	hard	1246	1	midR	midR
211.6	2.516	CURB	easy	1491	1	farR	farR
233.6	2.517	POLE	hard	1516	0	farR	midR
255.6	2.513	SACK	omit	1946	0	farL	midL
277.6	2.513	MORNING	easy	2421	0	farR	farL
299.6	2.516	WAGON	omit	1068	1	farR	farR
321.6	2.514	TERRACE	hard	2132	1	farL	farL
343.6	2.515	CLOTH	hard	1382	1	farL	farL
365.6	2.517	PAINT	easy	1565	1	farL	farL
387.5	2.519	DRILL	omit	1353	1	midR	midR
409.6	2.512	PITCHFORK	omit	2620992	0	farL	midL
431.6	2.512	DRAIN	easy	1174	1	farR	farR
453.5	2.516	MALLET	hard	1066	1	farR	farR
475.5	2.516	COAL	omit	1722	0	midR	farR
497.6	2.513	DRUM	easy	1751	1	midR	midR
519.6	2.511	MERCURY	hard	1030	1	midL	midL
541.6	2.512	FOREST	hard	n/a	0	n/a	midR
563.6	2.515	FORT	easy	1776	0	farR	farL
585.5	2.512	CIRCUIT	omit	1081	1	farR	farR
607.5	2.516	PILE	easy	2426	0	farL	farR
629.5	2.518	CARAVAN	hard	2053	0	midR	farL
651.5	2.514	FLEET	omit	1297	1	farL	farL
