onset	duration	stim	cond	rt	acc	resp	cresp
26.2	3.002	LEAD	lure_easy	954	1	target	target
58	3.005	HAIRPIN	targ_easy	856	1	non-target	non-target
90.1	3.003	PAINT	lure_hard	1119	0	non-target	target
122.1	3.006	ARMOR	targ_hard	999	1	target	target
154	3.01	MUZZLE	lure_easy	1145	1	non-target	non-target
186.1	3.009	ARROW	targ_hard	1144	0	non-target	target
218	3.005	FLAG	lure_hard	1162	1	target	target
250	3.004	ORNAMENT	targ_easy	986	1	target	target
282	3.007	BARREL	lure_easy	1059	1	target	target
314	3.002	HURDLE	targ_hard	1370	1	non-target	non-target
346	3	PAGE	targ_easy	1380	1	non-target	non-target
378	3.006	CHROME	lure_hard	1100	1	non-target	non-target
410	3.009	ISLAND	targ_hard	1084	1	non-target	non-target
442	3.005	CORD	targ_easy	1149	1	non-target	non-target
474	3.009	MATTER	lure_hard	1133	1	non-target	non-target
506	3	PILE	lure_easy	901	1	target	target
538	3.003	RAMP	targ_hard	1085	1	target	target
570	3.009	LENS	lure_hard	1134	1	target	target
602	3.009	MARKET	targ_easy	1104	1	target	target
634	3.001	GLOBE	lure_easy	1199	1	target	target
666	3.008	CARBON	lure_easy	953	1	target	target
698	3.003	RAVINE	targ_easy	1098	1	target	target
730	3.002	BOLT	targ_hard	1209	1	target	target
762	3.008	APRON	lure_hard	970	1	target	target
794	3.007	POLE	targ_easy	906	1	target	target
826	3.007	CITY	lure_hard	1233	0	non-target	target
858	3.006	DOME	lure_easy	915	1	target	target
890	3.01	SAIL	targ_hard	971	1	target	target
922	3.008	IODINE	targ_hard	1092	1	non-target	non-target
954	3.002	OCEAN	lure_hard	859	1	target	target
986	3.006	CYCLONE	lure_easy	757	1	target	target
1018	3.007	MATCH	targ_easy	909	1	target	target
