onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.001	PARK	targ_easy	1209	1	non-target	non-target
58.1	3.008	POWDER	lure_hard	1082	1	target	target
90	3.003	RACK	targ_hard	1044	1	non-target	non-target
122	3.005	STAPLE	targ_hard	1005	1	target	target
154	3.003	DIRT	targ_easy	966	1	target	target
186.1	3.008	SAWDUST	targ_hard	1084	1	target	target
218	3.005	PARADE	targ_easy	1126	1	non-target	non-target
250	3.004	RULER	lure_hard	1311	1	non-target	non-target
282	3.002	BANNER	targ_hard	1231	1	target	target
314	3.001	STATUE	lure_hard	1055	1	non-target	non-target
346	3.008	MACHINE	targ_easy	1233	1	non-target	non-target
378	3.01	SHOVEL	targ_easy	1025	1	non-target	non-target
410	3.008	SPEAR	targ_hard	897	1	non-target	non-target
442	3.005	TRUCK	targ_easy	1322	1	non-target	non-target
474	3.002	HIGHWAY	targ_hard	1098	1	target	target
506	3.002	FLOOD	targ_easy	1067	1	target	target
538	3.009	HILL	targ_hard	1386	1	target	target
570	3.008	PICTURE	lure_hard	1124	1	non-target	non-target
602	3.001	PERMIT	targ_hard	900	1	non-target	non-target
634	3.005	OUTLET	targ_easy	988	1	target	target
666	3	BASIN	targ_easy	1005	1	target	target
698	3.007	PHOTO	lure_hard	1221	1	non-target	non-target
730	3.004	CHASM	targ_hard	1108	1	non-target	non-target
762	3.004	PYRAMID	targ_hard	1445	0	non-target	target
794	3.006	TEXTILE	targ_easy	847	1	non-target	non-target
