onset	duration	stim	cond	rt	acc	resp	cresp
14.2	2.514	FIDDLE	omit	n/a	0	n/a	farL
35.6	2.516	SHOVEL	easy	2342	1	farL	farL
57.6	2.516	SAWDUST	hard	1359	1	midR	midR
79.6	2.512	ATLAS	omit	2618918	1	farR	farR
101.5	2.518	CHASM	hard	1192	1	midR	midR
123.6	2.516	FLOOD	easy	935	1	farL	farL
145.6	2.516	BASKET	omit	824	1	farL	farL
167.6	2.516	TEXTILE	easy	975	0	farL	midL
189.5	2.516	HIGHWAY	hard	n/a	0	n/a	midL
211.6	2.513	RACK	hard	1566	1	midR	midR
233.6	2.512	PEBBLE	omit	2717054	0	farL	farR
255.5	2.516	PARADE	easy	1786	1	midR	midR
277.5	2.519	BASIN	easy	1018	1	farL	farL
299.6	2.517	PERMIT	hard	946	1	midR	midR
321.5	2.514	CLIFF	omit	1081	1	midR	midR
343.5	2.519	TRUCK	easy	2115	1	farR	farR
365.5	2.516	ROCK	omit	1787	1	farR	farR
387.5	2.515	STAPLE	hard	1857	1	farR	farR
409.5	2.511	PASTEL	omit	n/a	0	n/a	midR
431.5	2.516	DIRT	easy	2112	0	midR	midL
453.5	2.511	PYRAMID	hard	1681	1	farL	farL
475.5	2.513	BANNER	hard	1024	1	midR	midR
497.5	2.516	MAGNET	omit	1701	1	midL	midL
519.5	2.515	OUTLET	easy	1249	1	midR	midR
541.5	2.519	MACHINE	easy	2086	1	farL	farL
563.5	2.512	STAKE	omit	1922	1	farL	farL
585.5	2.513	SPEAR	hard	2067	1	midR	midR
607.5	2.516	CHAIN	omit	2023	1	farR	farR
629.5	2.516	HILL	hard	1111	1	midR	midR
651.5	2.516	PARK	easy	2021	1	midL	midL
