onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.515	ROCK	omit	1582	1	midR	midR
35.6	2.516	PARADE	easy	2406	1	midL	midL
57.6	2.513	PERMIT	hard	1668	1	midL	midL
79.6	2.516	FLOOD	easy	1400	1	farL	farL
101.6	2.511	CHAIN	omit	2236	1	farR	farR
123.6	2.512	CHASM	hard	1700	1	midR	midR
145.6	2.515	MACHINE	easy	1653	1	farR	farR
167.6	2.515	SAWDUST	hard	1189	1	farL	farL
189.6	2.512	PEBBLE	omit	1094	1	farL	farL
211.6	2.515	PYRAMID	hard	1321	1	farL	farL
233.6	2.516	BASIN	easy	1953	1	farR	farR
255.6	2.516	ATLAS	omit	1530	1	farR	farR
277.5	2.516	STAPLE	hard	2753790	1	midL	midL
299.5	2.513	PASTEL	omit	n/a	0	n/a	midR
321.6	2.517	DIRT	easy	2051	0	farR	farL
343.5	2.512	BANNER	hard	2256	1	midR	midR
365.5	2.513	OUTLET	easy	1472	1	farR	farR
387.6	2.512	STAKE	omit	2464	0	midR	midL
409.5	2.516	TRUCK	easy	1708	1	farL	farL
431.5	2.518	BASKET	omit	1325	1	midL	midL
453.5	2.512	RACK	hard	1273	1	farL	farL
475.5	2.515	SPEAR	hard	2201	0	farL	midL
497.5	2.512	SHOVEL	easy	1082	1	midR	midR
519.5	2.519	FIDDLE	omit	2126	1	farR	farR
541.5	2.512	MAGNET	omit	907	1	farR	farR
563.5	2.516	PARK	easy	1542	1	farR	farR
585.5	2.516	HILL	hard	1439	1	midL	midL
607.5	2.516	CLIFF	omit	1413	1	farR	farR
629.5	2.516	HIGHWAY	hard	2702283	1	farL	farL
651.5	2.512	TEXTILE	easy	932	1	farL	farL
