onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.517	POLE	easy	2043	1	farR	farR
35.6	2.515	ANCHOR	omit	2680188	0	farL	midL
57.6	2.512	SUDS	hard	n/a	0	n/a	midR
79.6	2.518	EASEL	hard	1619	1	farR	farR
101.6	2.513	DITCH	easy	1257	1	midL	midL
123.6	2.516	FERRY	omit	2130	1	farR	farR
145.6	2.518	RUST	hard	1260	1	farR	farR
167.6	2.516	SHIELD	omit	1676	1	farL	farL
189.6	2.516	CLOAK	easy	n/a	0	n/a	midR
211.6	2.511	CRAYON	omit	n/a	0	n/a	farL
233.6	2.517	PLANK	easy	1243	1	midR	midR
255.6	2.518	RATTLE	hard	2197	1	midL	midL
277.6	2.516	RUNG	easy	n/a	0	n/a	midL
299.6	2.516	SPONGE	omit	2102	1	midR	midR
321.6	2.516	ARMOR	hard	n/a	0	n/a	midR
343.5	2.514	TRACK	hard	1572	1	midL	midL
365.5	2.516	ROCK	omit	2152	1	midL	midL
387.6	2.516	ESSAY	easy	1439	1	midL	midL
409.6	2.512	PUMP	easy	2228	1	midL	midL
431.5	2.515	FLAG	hard	1905	1	farL	farL
453.5	2.516	ASHES	omit	n/a	0	n/a	farL
475.5	2.513	WAGON	omit	1159	1	midR	midR
497.5	2.517	SAND	hard	1383	1	farL	farL
519.5	2.516	RADIO	easy	1938	1	farR	farR
541.5	2.514	ROOT	omit	1743	1	midR	midR
563.5	2.516	BRIDGE	easy	1352	1	farL	farL
585.5	2.516	BOTTLE	hard	1363	1	midL	midL
607.5	2.515	CHAIN	easy	2138	1	farR	farR
629.5	2.514	CYCLONE	omit	2376	1	farL	farL
651.5	2.513	PISTOL	hard	1009	1	farR	farR
