onset	duration	stim	cond	rt	acc	resp	cresp
14.2	2.514	POLE	easy	1862	0	midR	midL
35.6	2.516	SUDS	hard	1676	1	midL	midL
57.6	2.516	SHIELD	omit	1016	1	farR	farR
79.6	2.516	ESSAY	easy	2535566	1	farL	farL
101.6	2.516	CYCLONE	omit	2160	1	midR	midR
123.6	2.516	RATTLE	hard	2273	1	midL	midL
145.6	2.519	ROCK	omit	1849	1	midL	midL
167.6	2.511	RUST	hard	1238	1	midL	midL
189.6	2.513	PLANK	easy	2262	1	farR	farR
211.6	2.513	BOTTLE	hard	1288	1	midR	midR
233.6	2.513	ANCHOR	omit	n/a	0	n/a	midR
255.5	2.518	BRIDGE	easy	1739	1	midR	midR
277.5	2.518	EASEL	hard	1467	1	midR	midR
299.6	2.515	ASHES	omit	n/a	0	n/a	farR
321.5	2.516	DITCH	easy	2546804	1	farL	farL
343.5	2.516	PISTOL	hard	1413	1	midR	midR
365.5	2.516	CRAYON	omit	2389	1	midR	midR
387.5	2.515	PUMP	easy	n/a	0	n/a	midR
409.5	2.516	ROOT	omit	2186	1	midR	midR
431.5	2.518	SAND	hard	846	1	midR	midR
453.5	2.512	RUNG	easy	n/a	0	n/a	midR
475.6	2.528	CHAIN	easy	1793	1	farL	farL
497.5	2.511	WAGON	omit	1386	1	farR	farR
519.5	2.514	ARMOR	hard	n/a	0	n/a	midL
541.5	2.511	RADIO	easy	n/a	0	n/a	farR
563.5	2.515	SPONGE	omit	2467	1	midL	midL
585.5	2.513	FLAG	hard	1333	1	midL	midL
607.5	2.512	CLOAK	easy	2421	0	farR	midL
629.5	2.519	FERRY	omit	2104	1	farL	farL
651.5	2.513	TRACK	hard	1662	1	midL	midL
