onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.001	MAST	targ_hard	1199	1	non-target	non-target
58.1	3.004	CONE	lure_hard	889	1	non-target	non-target
90.1	3.005	SUBWAY	targ_easy	825	1	target	target
122.1	3.009	DITCH	targ_hard	1073	1	non-target	non-target
154.1	3.009	CANOE	lure_hard	938	1	non-target	non-target
186	3.009	DECK	targ_easy	1908	0	non-target	target
218.1	3.009	MORNING	targ_hard	1467	0	target	non-target
250	3.008	POUCH	targ_easy	1436	1	non-target	non-target
282	3.002	BASIN	lure_hard	957	1	non-target	non-target
314	3.007	POWDER	targ_easy	1029	1	non-target	non-target
346	3.006	BUCKLE	targ_hard	1853	1	target	target
378	3.01	STAKE	targ_hard	1438	0	target	non-target
410	3	ROPE	targ_easy	1823	1	non-target	non-target
442	3.01	CART	targ_hard	1111	1	non-target	non-target
474	3.005	DRILL	targ_easy	1799	1	non-target	non-target
506	3.009	MACHINE	targ_hard	951	1	non-target	non-target
538	3.006	FRAME	lure_hard	920	1	non-target	non-target
570	3.004	PHOTO	targ_easy	1120	1	target	target
602	3.002	RUNG	targ_easy	1744	1	non-target	non-target
634	3.007	CORK	targ_hard	929	1	non-target	non-target
666	3.008	RULER	lure_hard	1211	0	target	non-target
698	3.008	PLANET	targ_easy	1355	1	non-target	non-target
730	3.006	TART	targ_hard	2186	0	target	non-target
762	3.004	DISC	targ_easy	1363	1	target	target
794	3.001	GRAVEL	targ_hard	1499	1	target	target
