onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.517	HOOD	omit	1716	1	midL	midL
35.6	2.516	MAST	hard	1722	1	midL	midL
57.6	2.518	DISC	easy	2072	1	midR	midR
79.6	2.518	MACHINE	hard	1809	1	midL	midL
101.6	2.516	POUCH	easy	2153	1	midL	midL
123.6	2.513	TEAR	omit	1922	1	midR	midR
145.6	2.514	RUNG	easy	2457	1	farL	farL
167.6	2.517	BADGE	omit	1688	1	farR	farR
189.6	2.512	DITCH	hard	1144	1	farR	farR
211.6	2.512	RECORD	omit	1577	1	farR	farR
233.6	2.517	BUCKLE	hard	1604	1	midL	midL
255.6	2.515	PHOTO	easy	1652	0	midR	midL
277.6	2.517	CORK	hard	2269	1	midL	midL
299.6	2.513	GOLF	omit	1418	1	midL	midL
321.5	2.514	ROPE	easy	2131	1	midL	midL
343.6	2.512	CARAVAN	omit	2258	1	farL	farL
365.5	2.516	CART	hard	2119	0	farR	farL
387.5	2.519	SUBWAY	easy	1191	1	midL	midL
409.5	2.518	PLUG	omit	1853	1	farL	farL
431.5	2.515	MORNING	hard	2238	0	midL	farL
453.5	2.517	PLANET	easy	1445	1	farL	farL
475.5	2.517	TART	hard	2020	0	midR	midL
497.5	2.513	SAIL	omit	2421	1	midR	midR
519.5	2.515	DRILL	easy	1492	1	midL	midL
541.5	2.513	POWDER	easy	2605090	0	midR	farR
563.5	2.516	RAINBOW	omit	2273	1	farR	farR
585.5	2.512	STAKE	hard	1405	1	midR	midR
607.5	2.516	SHIELD	omit	1490	1	farL	farL
629.5	2.513	GRAVEL	hard	1592	1	midL	midL
651.5	2.514	DECK	easy	n/a	0	n/a	midR
