onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.514	TEAR	omit	1933	0	midL	farL
35.6	2.513	DRILL	easy	n/a	0	n/a	midR
57.6	2.515	STAKE	hard	2160	1	midR	midR
79.6	2.515	POUCH	easy	944	1	midL	midL
101.6	2.517	CORK	hard	2388	1	midR	midR
123.6	2.516	RAINBOW	omit	2739829	1	midR	midR
145.6	2.517	PLANET	easy	1029	1	midR	midR
167.6	2.512	MAST	hard	n/a	0	n/a	farL
189.6	2.514	HOOD	omit	n/a	0	n/a	farL
211.6	2.528	DECK	easy	2154	1	midL	midL
233.6	2.517	DITCH	hard	1463	1	farL	farL
255.6	2.512	PLUG	omit	1659	1	farL	farL
277.6	2.514	MACHINE	hard	1934	1	farL	farL
299.5	2.512	ROPE	easy	2555601	1	midR	midR
321.6	2.517	SAIL	omit	2318	0	midR	midL
343.6	2.515	GRAVEL	hard	1328	1	farL	farL
365.5	2.516	RECORD	omit	2041	1	midL	midL
387.6	2.517	SUBWAY	easy	1614	0	midR	midL
409.6	2.513	BUCKLE	hard	2549634	0	midL	farR
431.6	2.515	DISC	easy	2071	0	midR	farL
453.5	2.516	CARAVAN	omit	1423	1	farR	farR
475.5	2.516	CART	hard	2665803	0	midL	midR
497.5	2.516	SHIELD	omit	2059	1	midL	midL
519.5	2.513	PHOTO	easy	2025	0	farR	midL
541.5	2.515	POWDER	easy	2179	1	farR	farR
563.5	2.516	TART	hard	2153	1	farR	farR
585.5	2.518	BADGE	omit	1290	1	farR	farR
607.5	2.512	MORNING	hard	2352	0	midR	midL
629.5	2.516	RUNG	easy	1897	0	midR	farR
651.5	2.528	GOLF	omit	1713	1	farL	farL
