onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.002	STEEL	lure_hard	1085	1	non-target	non-target
58	3.008	RATTLE	targ_hard	927	0	non-target	target
90	3.01	CHAIN	targ_easy	1176	1	target	target
122	3.003	RUNG	targ_easy	1272	1	target	target
154	3.003	PISTOL	targ_hard	944	1	target	target
186	3.009	COLUMN	lure_hard	1761	1	non-target	non-target
218	3.006	PLANK	targ_easy	1121	1	target	target
250	3.003	FLAG	targ_hard	802	1	non-target	non-target
282	3.005	NICKEL	lure_hard	1010	1	non-target	non-target
314	3.003	TRACK	targ_hard	914	1	non-target	non-target
346	3	POLE	targ_easy	1123	1	target	target
378	3.01	SAND	targ_hard	1035	1	target	target
410	3.009	GOLF	lure_hard	1572	1	target	target
442	3.006	RADIO	targ_easy	1213	1	target	target
474	3.01	ESSAY	targ_easy	1510	1	non-target	non-target
506	3.009	BOTTLE	targ_hard	1286	1	target	target
538	3.007	PUMP	targ_easy	1182	1	target	target
570	3.006	EASEL	targ_hard	1639	1	non-target	non-target
602	3	SUDS	targ_hard	992	1	target	target
634	3.008	BRIDGE	targ_easy	952	1	non-target	non-target
666	3.004	BRAKE	lure_hard	1455	1	target	target
698	3.009	DITCH	targ_easy	953	1	target	target
730	3.005	RUST	targ_hard	1505	0	non-target	target
762	3.007	CLOAK	targ_easy	897	1	target	target
794	3.004	ARMOR	targ_hard	1770	1	target	target
