onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.009	PUMP	targ_easy	831	1	non-target	non-target
58	3.005	ARMOR	targ_hard	1017	1	non-target	non-target
90.1	3.001	STEEL	lure_hard	1056	1	target	target
122.1	3.008	SAND	targ_hard	896	1	non-target	non-target
154	3.008	COLUMN	lure_hard	922	1	target	target
186	3.005	CLOAK	targ_easy	866	1	target	target
218	3.007	PLANK	targ_easy	907	1	target	target
250.1	3.009	GOLF	lure_hard	1082	1	target	target
282	3.003	RUST	targ_hard	812	1	target	target
314	3.001	DITCH	targ_easy	924	1	non-target	non-target
346	3	SUDS	targ_hard	708	0	non-target	target
378	3.001	BOTTLE	targ_hard	870	1	non-target	non-target
410	3.004	CHAIN	targ_easy	1151	1	target	target
442	3.003	BRIDGE	targ_easy	1422	1	non-target	non-target
474	3.009	FLAG	targ_hard	982	1	target	target
506	3.003	TRACK	targ_hard	902	0	target	non-target
538	3.007	POLE	targ_easy	888	1	non-target	non-target
570	3.001	RUNG	targ_easy	881	1	non-target	non-target
602	3.009	PISTOL	targ_hard	808	1	target	target
634	3.005	BRAKE	lure_hard	968	1	target	target
666	3.009	RADIO	targ_easy	994	1	non-target	non-target
698	3.004	EASEL	targ_hard	954	1	target	target
730	3.003	RATTLE	targ_hard	1027	1	target	target
762	3.007	ESSAY	targ_easy	939	1	non-target	non-target
794	3.001	NICKEL	lure_hard	1004	1	non-target	non-target
