onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.002	ROAD	targ_easy	1205	1	non-target	non-target
58.1	3.004	BRACELET	lure_hard	1303	1	target	target
90.1	3.002	POLE	targ_hard	1271	1	target	target
122	3.006	STAPLE	targ_easy	1312	1	target	target
154	3.002	DECK	targ_hard	1137	1	target	target
186.1	3.005	ISSUE	lure_hard	976	1	target	target
218	3.001	PUMP	targ_easy	1002	1	target	target
250.1	3.004	MATCH	targ_hard	857	1	target	target
282.1	3.006	SHIELD	targ_hard	1128	1	non-target	non-target
314	3.006	GALLERY	targ_easy	452	1	target	target
346.1	3.009	PICK	lure_hard	779	1	target	target
378	3.006	SKETCH	targ_easy	1028	1	target	target
410	3.006	CHROME	targ_hard	1029	1	target	target
442	3.002	LETTER	lure_hard	1053	1	target	target
474	3.005	PILE	targ_easy	1294	1	non-target	non-target
506	3.005	RAMP	targ_hard	998	1	target	target
538	3.003	BELT	targ_hard	926	1	target	target
570	3.003	SPARK	targ_easy	1351	1	target	target
602	3	CART	targ_easy	1247	1	target	target
634	3.002	CRAYON	targ_hard	1520	1	non-target	non-target
666	3.006	OCEAN	targ_hard	1344	1	non-target	non-target
698	3.004	TRACK	targ_easy	1473	1	target	target
730	3.01	ARMOR	lure_hard	1265	1	non-target	non-target
762	3.004	PISTOL	targ_easy	1065	1	non-target	non-target
794	3.009	PURSE	targ_hard	1618	0	non-target	target
