onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.514	PIER	omit	n/a	0	n/a	farR
35.6	2.516	CART	easy	1969	1	midL	midL
57.6	2.515	PURSE	hard	1422	1	midL	midL
79.6	2.516	SHIELD	hard	1881	1	midL	midL
101.6	2.515	SKETCH	easy	n/a	0	n/a	midR
123.6	2.516	CHAIN	omit	874	1	midR	midR
145.6	2.511	CRAYON	hard	1630	1	farL	farL
167.5	2.516	GALLERY	easy	1379	1	midL	midL
189.5	2.528	LAUNDRY	omit	1687	1	farR	farR
211.6	2.512	DECK	hard	n/a	0	n/a	midL
233.6	2.511	PISTOL	easy	n/a	0	n/a	farR
255.6	2.512	PELLET	omit	983	1	midL	midL
277.6	2.515	POLE	hard	n/a	0	n/a	midL
299.6	2.514	ROAD	easy	2273	1	farR	farR
321.6	2.512	NOVEL	omit	2065	1	midL	midL
343.5	2.512	STAPLE	easy	2768893	1	farR	farR
365.5	2.511	BROOM	omit	1209	1	midR	midR
387.5	2.511	BELT	hard	2345	1	midL	midL
409.5	2.512	BRAKE	omit	1131	1	farR	farR
431.5	2.513	CHROME	hard	1612	0	farR	midR
453.5	2.514	SPARK	easy	n/a	0	n/a	midL
475.5	2.515	MATCH	hard	2467	0	midL	midR
497.5	2.515	TRACK	easy	1348	1	farL	farL
519.5	2.513	CRANE	omit	2732276	1	farL	farL
541.5	2.516	OCEAN	hard	864	1	midR	midR
563.5	2.512	PILE	easy	2341	1	farL	farL
585.5	2.511	ROOT	omit	1348	1	farL	farL
607.5	2.511	PUMP	easy	1404	1	farL	farL
629.5	2.512	PARADE	omit	1174	1	farL	farL
651.5	2.513	RAMP	hard	2311	1	farR	farR
