onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.515	PISTOL	easy	1392	1	farL	farL
35.6	2.513	CRAYON	hard	2351	1	midL	midL
57.6	2.512	PELLET	omit	1359	1	farL	farL
79.6	2.515	ROAD	easy	n/a	0	n/a	midL
101.6	2.517	BROOM	omit	1139	1	farR	farR
123.6	2.518	OCEAN	hard	2051	1	farR	farR
145.6	2.513	CHAIN	omit	1976	1	farR	farR
167.6	2.515	STAPLE	easy	2251	0	farL	midL
189.6	2.514	PURSE	hard	1817	1	midR	midR
211.6	2.513	GALLERY	easy	2225	1	midR	midR
233.6	2.514	BELT	hard	1043	1	farR	farR
255.6	2.516	BRAKE	omit	909	1	farL	farL
277.6	2.513	PIER	omit	n/a	0	n/a	farL
299.6	2.516	TRACK	easy	1885	1	farR	farR
321.6	2.515	POLE	hard	n/a	0	n/a	midR
343.6	2.513	SKETCH	easy	n/a	0	n/a	farL
365.6	2.513	MATCH	hard	1548	1	farL	farL
387.5	2.516	ROOT	omit	1999	0	farL	midL
409.5	2.512	LAUNDRY	omit	2299	1	midL	midL
431.5	2.511	PILE	easy	n/a	0	n/a	farR
453.5	2.513	SHIELD	hard	1333	1	midR	midR
475.5	2.515	PARADE	omit	1654	1	midR	midR
497.5	2.516	CART	easy	1221	1	farR	farR
519.5	2.515	DECK	hard	n/a	0	n/a	midR
541.5	2.516	NOVEL	omit	1321	1	midR	midR
563.5	2.512	RAMP	hard	n/a	0	n/a	midR
585.5	2.515	SPARK	easy	2750282	1	midL	midL
607.5	2.516	CRANE	omit	1282	1	farL	farL
629.5	2.516	PUMP	easy	871	1	midL	midL
651.5	2.513	CHROME	hard	2000	1	farL	farL
