onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.002	LETTER	targ_hard	1056	1	non-target	non-target
58	3.009	COLUMN	targ_easy	962	1	non-target	non-target
90	3.004	SUDS	lure_hard	1747	1	non-target	non-target
122	3.009	STAKE	targ_easy	939	1	non-target	non-target
154	3.01	FOREST	targ_hard	1012	1	target	target
186	3.004	RIDGE	targ_easy	989	1	non-target	non-target
218	3.002	TARGET	lure_hard	900	1	target	target
250	3.009	DIAL	targ_hard	1141	0	target	non-target
282	3.01	THREAD	targ_easy	1125	1	non-target	non-target
314	3.001	PICK	targ_hard	1198	1	non-target	non-target
346	3.009	MALLET	targ_hard	1110	1	target	target
378	3.005	COAL	targ_easy	1000	1	target	target
410	3.01	AXLE	lure_hard	871	1	target	target
442	3.005	LENS	targ_easy	1007	1	non-target	non-target
474	3.003	DENT	targ_hard	944	1	target	target
506	3.009	ELBOW	lure_hard	969	1	target	target
538	3.006	REGISTER	targ_hard	1314	1	non-target	non-target
570	3.006	MAST	targ_easy	898	1	non-target	non-target
602	3.01	BRIDGE	targ_hard	1235	1	non-target	non-target
634	3.008	BRUSH	targ_easy	971	1	target	target
666	3.007	TAPE	targ_hard	1627	1	non-target	non-target
698	3.01	RULER	targ_easy	1012	1	non-target	non-target
730	3.002	RAIL	lure_hard	n/a	0	n/a	non-target
762	3.004	BASKET	targ_easy	933	1	target	target
794	3.004	CYCLONE	targ_hard	n/a	0	n/a	non-target
