onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.514	TAPE	hard	n/a	0	n/a	farR
35.6	2.528	PLANE	omit	1639	1	midL	midL
57.6	2.516	COLUMN	easy	2019	1	farL	farL
79.6	2.519	SPOKE	omit	1172	1	farL	farL
101.6	2.517	REGISTER	hard	1737	1	midR	midR
123.6	2.516	RULER	easy	1340	1	farR	farR
145.6	2.518	THREAD	easy	2076	1	farL	farL
167.6	2.517	CYCLONE	hard	1637	1	farL	farL
189.6	2.519	DOME	omit	1982	1	farL	farL
211.6	2.512	LENS	easy	1770	1	farR	farR
233.6	2.516	FOREST	hard	2653083	1	farL	farL
255.6	2.514	BELL	omit	1469	1	farR	farR
277.6	2.515	DIAL	hard	1311	1	farR	farR
299.6	2.516	MAST	easy	1887	1	midL	midL
321.6	2.515	PENDULUM	omit	2243	1	farR	farR
343.6	2.517	PICK	hard	2053	1	midL	midL
365.6	2.514	RIDGE	easy	2086	0	midR	midL
387.5	2.516	ROPE	omit	888	1	midL	midL
409.6	2.517	MALLET	hard	2182	1	midL	midL
431.5	2.519	COAL	easy	2297	1	midL	midL
453.5	2.515	SHOVEL	omit	1385	1	midR	midR
475.6	2.513	BRUSH	easy	n/a	0	n/a	midL
497.5	2.513	LETTER	hard	2471	1	midL	midL
519.5	2.516	CENT	omit	1491	1	midL	midL
541.5	2.515	PUTTY	omit	1587	1	midL	midL
563.5	2.515	DENT	hard	1807	1	midL	midL
585.5	2.513	BASKET	easy	1127	1	midL	midL
607.5	2.518	MERCURY	omit	1921	1	midR	midR
629.5	2.512	STAKE	easy	1041	1	midL	midL
651.5	2.515	BRIDGE	hard	2251	0	midL	farR
