onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.001	SAND	targ_easy	1641	1	non-target	non-target
58	3.01	STAKE	targ_hard	1468	1	target	target
90.1	3.004	IRON	lure_hard	1075	1	target	target
122	3.003	RACKET	targ_easy	1045	1	target	target
154.1	3.01	DIAL	targ_hard	1268	1	non-target	non-target
186	3.003	FERRY	targ_hard	1270	1	target	target
218	3.002	ESSAY	targ_easy	1006	1	non-target	non-target
250	3.002	POWDER	lure_hard	1158	1	target	target
282	3.009	RAINBOW	targ_easy	1487	0	non-target	target
314	3.003	ASHES	targ_hard	895	1	non-target	non-target
346	3	MAGNET	targ_hard	1328	1	target	target
378	3.003	SAWDUST	targ_easy	912	1	target	target
410	3.004	FOAM	lure_hard	1281	0	target	non-target
442	3.003	WHEEL	targ_hard	1241	1	non-target	non-target
474	3.003	LAKE	lure_hard	1065	1	non-target	non-target
506	3.006	FOSSIL	targ_easy	1018	1	target	target
538	3.003	COURT	lure_hard	1706	1	non-target	non-target
570	3.007	CONTRACT	targ_easy	1171	1	non-target	non-target
602	3.009	TEAR	targ_hard	1723	0	non-target	target
634	3.005	METAL	targ_easy	835	1	target	target
666	3.001	STAR	targ_hard	1219	1	target	target
698	3.005	GRAVEL	targ_easy	1493	1	non-target	non-target
730	3.001	BUCKET	targ_hard	1196	1	non-target	non-target
762	3.009	PURSE	targ_easy	1397	1	target	target
794	3.003	TAPE	targ_hard	861	1	target	target
