onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.008	FLAG	lure_hard	647	1	target	target
58	3.003	TEXTILE	targ_easy	794	1	target	target
90	3.005	PIANO	targ_hard	867	1	target	target
122	3.004	MALLET	targ_easy	1219	1	non-target	non-target
154	3.005	EARTHQUAKE	targ_hard	995	1	non-target	non-target
186	3.004	SHIRT	targ_hard	988	1	non-target	non-target
218	3.009	PLANK	targ_easy	484	1	target	target
250	3.006	NAIL	targ_hard	1293	1	non-target	non-target
282	3	APRON	targ_easy	933	1	non-target	non-target
314	3.001	ATLAS	lure_hard	902	1	non-target	non-target
346	3.006	BRAKE	targ_easy	1710	1	non-target	non-target
378	3.002	ARCTIC	targ_hard	966	1	non-target	non-target
410	3.009	CARD	targ_hard	831	1	non-target	non-target
442.1	3	ISLAND	targ_easy	839	1	non-target	non-target
474	3.006	SHELL	targ_easy	1183	1	target	target
506	3	PANEL	targ_hard	1023	1	non-target	non-target
538	3.001	POOL	lure_hard	864	0	non-target	target
570	3.004	COLLAR	lure_hard	1738	1	non-target	non-target
602	3.004	DRILL	targ_hard	835	1	target	target
634	3.005	SOCKET	targ_easy	874	1	non-target	non-target
666	3.005	PORTAL	targ_hard	963	1	target	target
698	3.009	CINDER	targ_easy	1124	1	non-target	non-target
730	3.009	SANDPAPER	targ_hard	940	1	target	target
762	3.005	LETTER	targ_easy	693	1	non-target	non-target
794	3.005	CRAYON	lure_hard	805	1	target	target
