onset	duration	stim	cond	rt	acc	resp	cresp
26.2	3.009	SAND	lure_easy	847	1	non-target	non-target
58	3.009	SPOKE	targ_easy	1110	1	non-target	non-target
90	3.002	MAGNET	targ_hard	1503	0	non-target	target
122	3	STAKE	lure_hard	1095	1	non-target	non-target
154	3.009	PUPPET	lure_easy	1031	1	target	target
186	3.003	DISTRICT	targ_hard	904	1	target	target
218	3.008	MUZZLE	targ_easy	808	1	target	target
250	3.008	COACH	lure_hard	585	1	target	target
282	3.008	GALLERY	lure_hard	785	0	non-target	target
314	3.002	CARAVAN	targ_easy	1250	1	target	target
346	3.003	ARROW	targ_hard	954	1	target	target
378	3.005	FOIL	lure_easy	1018	1	non-target	non-target
410	3.005	POUCH	lure_easy	1035	1	target	target
442	3.007	SHOVEL	lure_hard	947	1	non-target	non-target
474	3.008	PICK	targ_hard	1620	1	non-target	non-target
506	3	DOME	targ_easy	900	1	target	target
538	3.008	DITCH	targ_easy	828	1	non-target	non-target
570	3.003	DIAL	lure_hard	1605	0	target	non-target
602	3.007	CHALK	lure_easy	1061	0	non-target	target
634	3.007	CRANE	targ_hard	774	1	target	target
666	3.003	FOREST	lure_easy	782	1	non-target	non-target
698	3.001	TEAR	targ_easy	447	1	target	target
730	3	TRACTOR	targ_hard	871	1	non-target	non-target
762	3.002	AXLE	lure_hard	n/a	0	n/a	non-target
794	3.002	LENS	targ_easy	952	1	target	target
826	3.007	BRACELET	targ_hard	856	1	target	target
858	3.008	DIRT	lure_easy	809	1	non-target	non-target
890	3.002	BELT	lure_hard	720	1	target	target
922	3.005	BOAT	lure_hard	897	1	non-target	non-target
954	3.007	MATTER	lure_easy	1123	1	non-target	non-target
986	3.006	EXIT	targ_hard	916	1	target	target
1018	3.004	PENDULUM	targ_easy	500	1	target	target
