onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.002	ROCK	lure_hard	1347	0	non-target	target
58.1	3.003	MARKET	targ_easy	983	1	non-target	non-target
90.1	3.008	RATTLE	targ_hard	1092	1	non-target	non-target
122.1	3.007	SHIELD	targ_hard	1091	1	target	target
154	3.005	MATTER	targ_easy	934	1	non-target	non-target
186	3.003	CORD	targ_easy	935	1	non-target	non-target
218	3.008	APRON	targ_hard	1056	1	target	target
250.1	3.003	GATEWAY	targ_hard	1653	1	non-target	non-target
282	3.009	CHASM	targ_easy	867	1	non-target	non-target
314	3.004	NICKEL	targ_easy	985	1	target	target
346	3	ROPE	targ_hard	1096	1	non-target	non-target
378	3.009	MATTRESS	targ_easy	1041	1	target	target
410	3.007	SUDS	lure_hard	1022	1	target	target
442.1	3.001	LEVER	targ_hard	1247	0	non-target	target
474	3.003	DOME	lure_hard	962	1	target	target
506	3.006	METAL	targ_easy	1017	1	target	target
538	3.001	MARBLE	targ_hard	931	1	target	target
570	3.004	BOAT	targ_hard	935	1	non-target	non-target
602	3.009	STAKE	lure_hard	1253	1	target	target
634	3.009	CART	targ_easy	859	1	target	target
666	3.002	BELL	targ_easy	964	1	non-target	non-target
698	3.009	RECORD	targ_hard	1397	1	target	target
730	3.006	ROOT	lure_hard	1221	1	target	target
762	3.006	GOLF	targ_hard	1138	1	non-target	non-target
794	3.01	CAPITOL	targ_easy	913	1	target	target
