onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.006	CAPITOL	targ_easy	917	1	non-target	non-target
58	3.006	ROOT	lure_hard	1051	1	non-target	non-target
90	3.009	GATEWAY	targ_hard	1162	1	target	target
122	3.008	LEVER	targ_hard	938	1	target	target
154	3.001	METAL	targ_easy	1084	1	target	target
186	3.01	RATTLE	targ_hard	1079	1	target	target
218	3.003	CHASM	targ_easy	961	1	target	target
250	3.005	DOME	lure_hard	944	1	target	target
282	3.001	BOAT	targ_hard	943	0	non-target	target
314	3.006	STAKE	lure_hard	1321	1	target	target
346	3.002	BELL	targ_easy	1166	1	target	target
378	3	MARKET	targ_easy	1020	1	target	target
410	3.004	RECORD	targ_hard	994	0	non-target	target
442	3.005	MATTRESS	targ_easy	895	1	target	target
474	3.009	APRON	targ_hard	1062	1	non-target	non-target
506	3.008	MATTER	targ_easy	1285	1	target	target
538	3	GOLF	targ_hard	961	1	target	target
570	3.005	ROCK	lure_hard	1036	1	non-target	non-target
602	3.006	ROPE	targ_hard	1057	1	non-target	non-target
634	3.007	CART	targ_easy	1184	1	non-target	non-target
666	3.007	NICKEL	targ_easy	884	1	target	target
698	3.008	SUDS	lure_hard	1110	1	non-target	non-target
730	3.002	SHIELD	targ_hard	1248	1	target	target
762	3.01	MARBLE	targ_hard	888	1	non-target	non-target
794	3.008	CORD	targ_easy	857	1	target	target
