onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.01	CORD	targ_easy	1053	1	target	target
58	3.001	MARBLE	targ_hard	1010	1	target	target
90	3.01	ROOT	lure_hard	1448	1	non-target	non-target
122	3.01	APRON	targ_hard	1183	1	target	target
154	3.002	CART	targ_easy	931	1	target	target
186	3.007	RATTLE	targ_hard	1213	1	target	target
218	3.007	CHASM	targ_easy	1253	1	target	target
250	3.003	DOME	lure_hard	1433	1	target	target
282	3.005	CAPITOL	targ_easy	924	1	target	target
314	3.004	RECORD	targ_hard	1077	1	non-target	non-target
346	3.005	GOLF	targ_hard	1057	1	target	target
378	3	MATTRESS	targ_easy	907	1	target	target
410	3.007	METAL	targ_easy	773	1	target	target
442	3.007	LEVER	targ_hard	1057	1	non-target	non-target
474	3.006	BELL	targ_easy	925	0	non-target	target
506	3.003	GATEWAY	targ_hard	1156	1	non-target	non-target
538	3.007	MATTER	targ_easy	995	1	target	target
570	3.001	SHIELD	targ_hard	940	1	non-target	non-target
602	3.002	SUDS	lure_hard	922	1	non-target	non-target
634	3.005	MARKET	targ_easy	1169	1	non-target	non-target
666	3.008	BOAT	targ_hard	1021	1	non-target	non-target
698	3.006	STAKE	lure_hard	1525	0	non-target	target
730	3.001	NICKEL	targ_easy	1136	1	non-target	non-target
762	3.002	ROCK	lure_hard	1550	0	non-target	target
794	3.008	ROPE	targ_hard	1023	1	target	target
