onset	duration	stim	cond	rt	acc	resp	cresp
14.2	2.514	NICKEL	easy	1668	0	midL	midR
35.6	2.516	HANDLE	omit	1503	1	farL	farL
57.6	2.516	GOLF	hard	1855	1	farL	farL
79.6	2.516	LEVER	hard	1023	1	farL	farL
101.6	2.515	CHASM	easy	2009	0	farL	farR
123.6	2.516	CENT	omit	2428	1	midL	midL
145.6	2.516	CURB	omit	2163	1	farR	farR
167.6	2.518	CART	easy	1534	1	midL	midL
189.6	2.514	RECORD	hard	1619	1	farR	farR
211.6	2.515	ROAD	omit	1981	0	farR	midR
233.6	2.518	SHIELD	hard	959	1	farR	farR
255.6	2.516	MATTRESS	easy	915	1	farL	farL
277.6	2.516	BOAT	hard	1432	1	midR	midR
299.6	2.515	METAL	easy	1468	1	midR	midR
321.6	2.511	MERCURY	omit	1394	0	midR	farL
343.6	2.516	BELL	easy	1340	1	farL	farL
365.6	2.519	FRONTIER	omit	957	1	midL	midL
387.6	2.512	ROPE	hard	2188	0	farL	midR
409.6	2.517	MARBLE	hard	662	1	midR	midR
431.5	2.514	PANEL	omit	2235	1	midL	midL
453.5	2.517	MARKET	easy	1699	1	farL	farL
475.5	2.528	COURT	omit	828	1	midL	midL
497.5	2.518	APRON	hard	1344	1	farL	farL
519.5	2.514	CAPITOL	easy	2082	1	farL	farL
541.5	2.517	CORD	easy	2085	1	midR	midR
563.5	2.517	CHART	omit	732	1	farL	farL
585.5	2.516	GATEWAY	hard	2173	0	farR	midR
607.5	2.516	MATTER	easy	1586	1	farL	farL
629.5	2.515	RAMP	omit	860	1	farR	farR
651.5	2.519	RATTLE	hard	1069	1	midR	midR
