onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.004	THREAD	targ_easy	1877	1	non-target	non-target
58	3.01	CABLE	lure_hard	1174	1	target	target
90.1	3.005	BASKET	targ_easy	1422	1	target	target
122.1	3.009	COAT	targ_hard	1406	0	target	non-target
154	3.008	SWORD	lure_hard	1528	1	non-target	non-target
186	3.007	CITY	targ_hard	1040	1	target	target
218	3.005	TEAR	targ_hard	1625	1	non-target	non-target
250	3.005	CLOSET	targ_easy	1049	1	target	target
282	3.008	BRAKE	lure_hard	1042	1	target	target
314	3.001	ISLAND	lure_hard	1122	1	target	target
346	3.004	MOON	targ_hard	1218	1	target	target
378	3.001	BUCKLE	targ_easy	1419	1	non-target	non-target
410	3.003	EASEL	targ_easy	915	1	non-target	non-target
442.1	3.003	MALLET	targ_hard	1258	1	target	target
474	3.008	CARD	targ_easy	1700	1	non-target	non-target
506	3	JOURNAL	targ_easy	1172	1	non-target	non-target
538	3.005	PADDLE	targ_easy	1485	1	non-target	non-target
570	3.01	RUST	targ_hard	1133	1	target	target
602	3.006	PUMP	targ_hard	1182	1	target	target
634	3.005	BADGE	targ_easy	806	1	target	target
666	3.007	CAPITOL	targ_hard	1750	0	target	non-target
698	3.009	MAST	targ_hard	1375	1	target	target
730	3	BANNER	targ_hard	1055	1	non-target	non-target
762	3.007	PHOTO	targ_easy	1152	1	target	target
794	3.004	WIRE	lure_hard	840	1	target	target
