onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.002	PADDLE	targ_easy	1196	1	non-target	non-target
58	3.004	BADGE	targ_easy	1126	1	non-target	non-target
90	3.004	WIRE	lure_hard	1095	1	target	target
122	3.001	PHOTO	targ_easy	1023	1	non-target	non-target
154	3.005	ISLAND	lure_hard	967	1	target	target
186	3.002	COAT	targ_hard	1056	0	target	non-target
218	3.007	SWORD	lure_hard	1600	1	non-target	non-target
250	3.002	BUCKLE	targ_easy	1065	1	target	target
282	3.003	EASEL	targ_easy	873	1	target	target
314	3	CARD	targ_easy	1297	1	non-target	non-target
346	3.006	CITY	targ_hard	867	1	target	target
378	3.002	CLOSET	targ_easy	923	1	non-target	non-target
410	3.005	RUST	targ_hard	802	1	target	target
442	3.008	CABLE	lure_hard	1012	1	target	target
474	3.005	JOURNAL	targ_easy	1524	1	non-target	non-target
506	3.005	THREAD	targ_easy	1139	1	target	target
538	3.002	BANNER	targ_hard	1012	1	target	target
570	3.008	MOON	targ_hard	918	1	non-target	non-target
602	3.004	BRAKE	lure_hard	997	1	target	target
634	3.002	MAST	targ_hard	871	1	target	target
666	3.009	CAPITOL	targ_hard	798	1	target	target
698	3.003	PUMP	targ_hard	791	1	target	target
730	3.006	TEAR	targ_hard	974	1	target	target
762	3.004	MALLET	targ_hard	728	1	target	target
794	3.005	BASKET	targ_easy	825	1	target	target
