onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.001	GOLF	lure_hard	891	1	non-target	non-target
58.1	3.001	METAL	targ_hard	891	1	target	target
90.1	3.003	DISTRICT	targ_hard	932	1	target	target
122.1	3.005	PAINT	lure_hard	996	1	non-target	non-target
154	3	TRUCK	targ_hard	902	1	target	target
186	3.001	FIDDLE	targ_easy	870	1	non-target	non-target
218	3.006	GLASS	targ_hard	878	1	target	target
250	3	CANOE	targ_easy	919	1	non-target	non-target
282	3.001	FLEET	targ_hard	863	1	target	target
314	3	MAZE	targ_hard	880	1	target	target
346	3.005	FERRY	lure_hard	976	1	target	target
378	3.01	BOAT	targ_easy	1096	1	target	target
410	3.008	BELL	targ_easy	858	1	target	target
442	3.002	BLIZZARD	targ_easy	1089	1	target	target
474	3.001	STICK	targ_easy	667	1	target	target
506	3.009	PIN	lure_hard	931	0	non-target	target
538	3.003	SHIRT	targ_hard	763	1	target	target
570	3.008	HOOK	targ_easy	931	1	non-target	non-target
602	3.01	LAUNDRY	targ_easy	860	1	target	target
634	3.003	FOSSIL	targ_easy	741	1	non-target	non-target
666	3.005	RADIO	lure_hard	965	1	non-target	non-target
698	3.003	LUMBER	targ_hard	782	1	target	target
730	3.007	RAVINE	targ_hard	910	1	non-target	non-target
762	3.009	PAGE	targ_hard	951	1	non-target	non-target
794	3.002	PUMP	targ_easy	719	1	target	target
