onset	duration	stim	cond	rt	acc	resp	cresp
14.2	2.526	RAVINE	omit	1981	1	midR	midR
35.6	2.515	ROPE	hard	1954	1	farL	farL
57.6	2.512	GOLF	easy	1448	0	farR	midR
79.6	2.515	TERRACE	hard	2570398	0	farL	midL
101.6	2.516	SKETCH	omit	1500	1	farR	farR
123.6	2.515	PEBBLE	easy	n/a	0	n/a	midL
145.6	2.518	SOAP	omit	2116	0	midL	farL
167.6	2.518	PARADE	hard	2124	0	midL	midR
189.6	2.513	ARMOR	easy	2393	0	farL	midL
211.6	2.512	MACHINE	hard	2807592	0	midR	farL
233.6	2.516	NOTE	easy	2202	0	farR	farL
255.6	2.528	DIRT	omit	2225	0	midL	midR
277.6	2.514	ORNAMENT	hard	1604	1	midL	midL
299.5	2.513	FLAG	omit	2005	0	farL	midL
321.6	2.517	TRIPOD	easy	1565	1	midR	midR
343.5	2.519	IODINE	omit	1952	0	farR	midR
365.5	2.515	CORD	hard	1416	1	midL	midL
387.5	2.514	ROCK	easy	n/a	0	n/a	midL
409.5	2.518	ATOM	easy	1863	1	midL	midL
431.5	2.518	PANEL	hard	2457	1	midL	midL
453.5	2.516	SCREEN	omit	993	1	farL	farL
475.5	2.512	FRONTIER	omit	1333	1	midL	midL
497.5	2.514	CITY	hard	2118	0	farR	midR
519.5	2.514	RULER	easy	n/a	0	n/a	farL
541.5	2.515	SUDS	hard	2018	0	farR	midR
563.5	2.512	PENDULUM	omit	1896	0	farR	midL
585.5	2.516	PITCHFORK	easy	2203	0	farL	farR
607.5	2.511	PADDLE	hard	1863	0	farL	midL
629.5	2.515	FLOOD	omit	1843	1	farR	farR
651.5	2.516	MOUNTAIN	easy	1988	0	farL	farR
