onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.005	ARCTIC	targ_easy	1311	1	target	target
58	3.008	STAR	lure_easy	1203	1	target	target
90	3.01	SUMMIT	targ_hard	932	1	target	target
122.1	3.004	CLIFF	lure_hard	915	1	target	target
154	3.008	ANCHOR	targ_hard	1709	0	non-target	target
186	3.006	BRASS	lure_hard	1477	1	non-target	non-target
218	3.003	RADIO	targ_easy	1270	1	target	target
250	3.01	MOON	lure_easy	1254	1	non-target	non-target
282	3	CURB	targ_hard	1734	0	non-target	target
314.1	3.001	CARAVAN	lure_hard	1573	1	non-target	non-target
346	3.008	SHELL	targ_easy	1367	1	target	target
378	3.003	PLUG	lure_easy	1048	1	non-target	non-target
410	3.005	PILE	lure_easy	1077	1	target	target
442	3.009	SHOVEL	targ_easy	929	1	non-target	non-target
474	3.005	HIGHWAY	lure_hard	1241	1	non-target	non-target
506	3.003	NICKEL	targ_hard	1241	1	non-target	non-target
538	3.003	PORTAL	targ_hard	610	1	target	target
570	3.005	FERRY	targ_easy	858	1	target	target
602	3.009	BOLT	lure_easy	876	1	non-target	non-target
634	3.006	ROOT	lure_hard	900	1	target	target
666	3.008	BRACELET	lure_hard	636	1	target	target
698	3.004	CARBON	targ_easy	669	1	non-target	non-target
730	3.004	ACRE	lure_easy	822	1	target	target
762	3.002	FOAM	targ_hard	965	1	target	target
794	3.007	BRIDGE	targ_hard	918	1	target	target
826	3.001	LEAD	lure_hard	830	1	non-target	non-target
858	3.001	STADIUM	targ_easy	983	1	non-target	non-target
890	3.006	COAT	lure_easy	935	1	target	target
922	3.002	PLANE	lure_hard	943	1	non-target	non-target
954	3.004	CENT	targ_hard	944	1	target	target
986	3.001	DECK	lure_easy	720	1	non-target	non-target
1018	3.003	MARKET	targ_easy	802	1	non-target	non-target
