onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.006	GOLF	targ_easy	521	1	target	target
58.1	3.003	ORNAMENT	targ_hard	1218	0	target	non-target
90	3.009	CORK	lure_hard	900	1	non-target	non-target
122.1	3.005	SUDS	targ_hard	1291	1	target	target
154	3.002	SOCKET	lure_hard	1045	1	target	target
186.1	3.009	PITCHFORK	targ_easy	980	1	non-target	non-target
218	3.008	ARMOR	targ_easy	1101	1	non-target	non-target
250	3.006	CORD	targ_hard	1558	0	target	non-target
282.1	3.004	LUMBER	lure_hard	1037	1	non-target	non-target
314	3.002	MOUNTAIN	targ_easy	895	1	non-target	non-target
346.1	3.001	PANEL	targ_hard	1382	1	non-target	non-target
378	3.004	PEBBLE	targ_easy	1424	1	target	target
410.1	3.003	CITY	targ_hard	1535	1	target	target
442	3.004	RULER	targ_easy	936	1	target	target
474	3.004	PARADE	targ_hard	1065	1	non-target	non-target
506	3.001	MACHINE	targ_hard	993	1	non-target	non-target
538	3.008	TRIPOD	targ_easy	890	1	non-target	non-target
570	3	HOOD	lure_hard	1195	1	target	target
602	3.009	ATOM	targ_easy	1236	1	target	target
634	3.006	PADDLE	targ_hard	1211	1	non-target	non-target
666	3.003	ROPE	targ_hard	925	1	non-target	non-target
698	3.007	STAPLE	lure_hard	1172	1	target	target
730	3.003	ROCK	targ_easy	1230	1	target	target
762	3.002	NOTE	targ_easy	902	1	target	target
794	3.006	TERRACE	targ_hard	1037	1	non-target	non-target
