onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.006	IRON	targ_easy	875	1	target	target
58	3.006	COLUMN	targ_hard	847	1	non-target	non-target
90	3.002	PARK	lure_hard	881	1	target	target
122	3.005	RAINDROP	targ_hard	844	1	non-target	non-target
154	3.002	PANEL	targ_easy	903	1	non-target	non-target
186	3.002	COUNCIL	targ_hard	801	1	target	target
218	3.001	BOAT	targ_easy	859	1	non-target	non-target
250	3.005	CANOE	targ_easy	863	1	target	target
282	3.004	PUDDLE	targ_hard	817	1	target	target
314	3.005	CHISEL	lure_hard	771	1	target	target
346	3.003	CARD	targ_easy	782	1	non-target	non-target
378	3.004	PHOTO	targ_hard	792	1	non-target	non-target
410	3.007	CANDLE	targ_easy	756	1	target	target
442	3.007	HILL	targ_hard	1069	0	target	non-target
474	3.006	PUTTY	targ_hard	848	1	non-target	non-target
506	3.003	BATON	targ_easy	835	1	target	target
538	3.005	FRAME	lure_hard	957	1	target	target
570	3.004	MORNING	targ_hard	775	1	target	target
602	3.009	CINDER	lure_hard	819	1	non-target	non-target
634	3.007	LUMBER	targ_easy	910	1	non-target	non-target
666	3.008	PIANO	targ_hard	840	1	target	target
698	3.002	PENNY	targ_easy	865	1	target	target
730	3.003	MAST	lure_hard	884	1	target	target
762	3.009	PLUG	targ_easy	767	1	target	target
794	3.009	MONSOON	targ_hard	818	1	non-target	non-target
