onset	duration	stim	cond	rt	acc	resp	cresp
14.1	2.514	PIANO	hard	1126	1	midR	midR
35.6	2.515	PERMIT	omit	1205	1	farL	farL
57.6	2.513	PENNY	easy	2662223	1	midL	midL
79.6	2.515	CANOE	easy	923	1	midR	midR
101.6	2.514	PIPE	omit	1034	1	midR	midR
123.6	2.515	RAINDROP	hard	2258	0	farR	midR
145.6	2.514	IRON	easy	n/a	0	n/a	farR
167.6	2.515	COUNCIL	hard	2433	1	farR	farR
189.6	2.515	CHALK	omit	1191	1	midL	midL
211.6	2.512	PLUG	easy	n/a	0	n/a	midR
233.5	2.512	HILL	hard	n/a	0	n/a	farL
255.5	2.513	PAGE	omit	1900	1	midR	midR
277.6	2.514	STAPLE	omit	n/a	0	n/a	farL
299.6	2.514	PHOTO	hard	1504	1	midL	midL
321.5	2.515	BATON	easy	n/a	0	n/a	midL
343.5	2.511	MORNING	hard	2367	0	midL	midR
365.6	2.515	CANDLE	easy	n/a	0	n/a	midR
387.5	2.515	TART	omit	2373	0	farR	midR
409.6	2.515	BOAT	easy	1856	1	midL	midL
431.5	2.516	POUCH	omit	1359	1	farR	farR
453.5	2.51	PUDDLE	hard	2203	1	midR	midR
475.5	2.515	TEXTILE	omit	1663	1	midL	midL
497.5	2.519	PANEL	easy	1629	1	midL	midL
519.5	2.511	MONSOON	hard	n/a	0	n/a	farL
541.5	2.515	ESSAY	omit	1692	1	farR	farR
563.5	2.511	COLUMN	hard	n/a	0	n/a	farR
585.5	2.512	LUMBER	easy	2304	0	midR	farR
607.5	2.51	CARD	easy	1109	1	midL	midL
629.5	2.516	BUBBLE	omit	2337	0	farL	midR
651.5	2.516	PUTTY	hard	1199	1	midR	midR
