onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.009	CHISEL	lure_hard	984	1	target	target
58.1	3.009	HILL	targ_hard	820	0	target	non-target
90	3.002	PANEL	targ_easy	903	1	non-target	non-target
122	3.008	CARD	targ_easy	898	1	non-target	non-target
154.1	3.006	COLUMN	targ_hard	835	1	target	target
186	3.008	CINDER	lure_hard	910	1	target	target
218	3	LUMBER	targ_easy	858	1	non-target	non-target
250.1	3.002	PHOTO	targ_hard	891	1	non-target	non-target
282	3.001	PENNY	targ_easy	687	1	non-target	non-target
314	3.006	PARK	lure_hard	825	1	target	target
346	3.002	PUDDLE	targ_hard	764	1	non-target	non-target
378	3.007	MORNING	targ_hard	847	0	non-target	target
410	3.001	CANDLE	targ_easy	697	1	target	target
442	3.003	BATON	targ_easy	763	1	non-target	non-target
474	3.008	COUNCIL	targ_hard	766	1	non-target	non-target
506	3.008	PUTTY	targ_hard	824	1	target	target
538	3.004	MAST	lure_hard	803	1	target	target
570	3.007	IRON	targ_easy	726	1	target	target
602	3	PIANO	targ_hard	881	0	target	non-target
634	3.007	PLUG	targ_easy	866	1	non-target	non-target
666	3.008	FRAME	lure_hard	765	1	non-target	non-target
698	3.005	RAINDROP	targ_hard	815	1	target	target
730	3.008	CANOE	targ_easy	1018	1	target	target
762	3.002	BOAT	targ_easy	870	1	target	target
794.1	3.008	MONSOON	targ_hard	734	1	target	target
