onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.004	MUZZLE	targ_hard	1149	0	target	non-target
58	3.004	MAGNET	lure_hard	954	1	non-target	non-target
90	3.006	PISTOL	targ_easy	988	1	non-target	non-target
122	3.003	ARROW	lure_easy	1695	1	non-target	non-target
154	3.003	CRANE	lure_hard	1297	1	non-target	non-target
186	3.006	NOVEL	lure_easy	1020	1	target	target
218	3.009	PASTEL	targ_easy	1014	1	non-target	non-target
250	3.008	ROAD	targ_hard	937	1	non-target	non-target
282	3.003	SUDS	lure_easy	1252	0	non-target	target
314	3.003	ENGINE	targ_easy	933	1	target	target
346	3	DRILL	lure_hard	960	1	target	target
378	3.007	GIFT	targ_hard	907	1	non-target	non-target
410	3.004	RAMP	lure_easy	1046	1	target	target
442	3.002	SIGN	targ_hard	904	1	non-target	non-target
474	3.002	BROOM	targ_easy	1035	1	target	target
506	3.008	PLANE	lure_hard	909	1	non-target	non-target
538	3.009	BOLT	targ_hard	993	1	target	target
570	3.01	DITCH	lure_easy	851	1	target	target
602.1	3.009	ATLAS	lure_hard	972	1	target	target
634	3.007	RUST	targ_easy	896	1	target	target
666	3.001	HIGHWAY	targ_hard	850	1	target	target
698	3.008	REGISTER	lure_easy	941	1	non-target	non-target
730	3.002	PEBBLE	targ_easy	1208	1	non-target	non-target
762	3.001	CANYON	lure_hard	882	1	non-target	non-target
794	3.01	CHASM	lure_hard	1284	1	target	target
826	3.009	TIRE	targ_easy	1135	1	non-target	non-target
858	3.008	PIN	targ_hard	970	0	non-target	target
890	3.006	MERCURY	lure_easy	868	1	target	target
922	3.005	NICKEL	lure_hard	847	1	non-target	non-target
954	3.01	IODINE	lure_easy	817	1	target	target
986	3.004	ACRE	targ_hard	916	1	target	target
1018	3.006	PAINT	targ_easy	823	1	target	target
