onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.009	CHISEL	lure_hard	912	1	target	target
58.1	3	PUDDLE	targ_hard	828	1	target	target
90	3.005	CANOE	targ_easy	976	1	target	target
122	3.007	LUMBER	targ_easy	898	1	target	target
154	3.01	MONSOON	targ_hard	853	1	non-target	non-target
186	3.003	PENNY	targ_easy	903	1	target	target
218	3.003	PUTTY	targ_hard	946	1	target	target
250	3.001	PARK	lure_hard	821	1	target	target
282	3.007	PLUG	targ_easy	879	1	non-target	non-target
314	3.008	PIANO	targ_hard	897	1	non-target	non-target
346	3.009	MAST	lure_hard	908	1	non-target	non-target
378	3.004	IRON	targ_easy	744	1	target	target
410	3	COLUMN	targ_hard	809	1	non-target	non-target
442	3.009	CANDLE	targ_easy	644	1	target	target
474	3.007	PHOTO	targ_hard	846	1	non-target	non-target
506	3.007	PANEL	targ_easy	856	1	target	target
538	3.007	FRAME	lure_hard	931	1	non-target	non-target
570	3.01	COUNCIL	targ_hard	797	1	target	target
602	3.007	BATON	targ_easy	768	1	target	target
634	3.003	HILL	targ_hard	947	1	target	target
666	3.009	CARD	targ_easy	766	1	target	target
698	3.007	MORNING	targ_hard	745	1	non-target	non-target
730	3.008	CINDER	lure_hard	746	1	non-target	non-target
762	3.001	BOAT	targ_easy	718	1	target	target
794	3.008	RAINDROP	targ_hard	767	1	non-target	non-target
