onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.009	IRON	lure_hard	1834	1	non-target	non-target
58	3.007	PARADE	targ_hard	1344	1	target	target
90	3.005	DISTRICT	targ_easy	1402	1	non-target	non-target
122	3.01	SHELL	targ_easy	1236	1	non-target	non-target
154.1	3.006	COURT	targ_hard	1090	1	target	target
186	3.005	DIAL	lure_hard	1454	1	non-target	non-target
218	3.007	SUDS	targ_hard	907	1	non-target	non-target
250	3.008	MATCH	targ_easy	1141	1	target	target
282	3.008	FIDDLE	targ_hard	1083	1	target	target
314	3.009	ASHES	targ_easy	821	0	non-target	target
346	3.002	APRON	targ_easy	1074	1	target	target
378	3.008	NOZZLE	targ_hard	1262	1	non-target	non-target
410	3.006	MUZZLE	lure_hard	855	1	non-target	non-target
442	3.008	MATTER	lure_hard	1266	1	non-target	non-target
474	3.002	HILL	targ_easy	1057	1	non-target	non-target
506	3.006	CANDLE	targ_hard	763	1	non-target	non-target
538	3.007	SUMMIT	targ_hard	949	1	non-target	non-target
570	3.002	BRASS	lure_hard	1795	0	target	non-target
602	3.001	BRACELET	targ_easy	1053	1	target	target
634	3.007	PARCEL	targ_hard	1255	1	target	target
666	3.007	BATON	targ_easy	1110	1	non-target	non-target
698	3.003	GIFT	targ_hard	1404	0	non-target	target
730	3.007	PAINT	targ_easy	1043	1	target	target
762	3	CHASM	targ_hard	1044	0	target	non-target
794	3.003	DUST	targ_easy	1077	1	non-target	non-target
